,Lowq_Normal,Mq_Normal,Highq_Normal,Lowq_HPheno,Mq_HPheno,Highq_HPheno,Lowq_HMort,Mq_HMort,Highq_HMort,Lowq_Historic,Mq_Historic,Highq_Historic
0,53.75070068748604,53.764076753645725,53.79521340948439,53.793729149709606,53.80498732504394,53.83140790672486,53.750774982038706,53.76414711567917,53.79527465800133,53.79379693608902,53.805051444142606,53.83146355186981
1,53.699006149762006,53.71463470685603,53.7505316067313,53.74349673878151,53.75713365792734,53.788321467862716,53.72355643915343,53.73830459569862,53.77186489425068,53.766021471052035,53.77866228752772,53.807701198195105
2,53.63582535794155,53.653933841782994,53.69463873215193,53.68641029338119,53.70239557853375,53.73854253538006,53.69159611328023,53.70756542539191,53.74370528741758,53.73494432319632,53.748849813502815,53.78055853732214
3,53.299264061160486,53.330089847979934,53.39180790114309,53.3721473717129,53.39965672971426,53.45905566296409,53.511316445080105,53.533834803291306,53.58129800750344,53.553805675777454,53.5744440570283,53.618894147170266
4,52.830208549296934,52.88083969376388,52.96926636158823,52.93262886422298,52.97683958465292,53.06297734681657,53.24385789219262,53.27786619375649,53.33838229021876,53.28755383502765,53.318367724686645,53.378605812153424
5,52.76569483220712,52.81942895634123,52.91172580538297,52.87578909876258,52.92277355013526,53.011850624956985,53.20561984266929,53.240911394660756,53.30455450319963,53.25187292872643,53.284719263759484,53.34653623370908
6,52.689124749944135,52.74568482312819,52.8408284050227,52.80250367482138,52.85216240966686,52.945025461015994,53.15730267606861,53.194873054486656,53.261778203794,53.203466501859076,53.23864153481266,53.30255994807595
7,52.52587308385873,52.58932091968556,52.68457019284303,52.64709954433775,52.70143450044057,52.80103333103495,53.097323008188766,53.138725936574815,53.20633382694582,53.15095856660176,53.18816189874789,53.25425255241863
8,51.467602967940806,51.57645072508484,51.726795242011725,51.603023347523745,51.69251511953516,51.83877616179922,52.74256889892528,52.79809625985666,52.88301577105726,52.79682613918759,52.84798929036769,52.924501512166835
9,37.66834055092266,38.226906810213904,39.1066544286784,37.96152148320529,38.422263304057715,39.13042546666133,47.49457554776842,47.80496791702879,48.240789068338756,47.63569584302487,47.88686234993598,48.27003417676271
10,32.149293919819755,32.81730974165685,33.94031237472884,33.23226963680582,33.74665779379677,34.60796250847238,45.18689497007222,45.58324394209947,46.161197234901614,45.67753992931866,45.97818371983697,46.45213131130282
11,31.627165055244184,32.29973822072958,33.442176685131344,32.99190407180433,33.50730757993446,34.37435464105545,44.9466400612861,45.35162316851324,45.94122825300664,45.5693839750044,45.87184761522418,46.34891573950863
12,31.535549752050677,32.209124506550666,33.354339454531946,32.905823973861715,33.42265248149718,34.29098717228311,44.89804476535668,45.3050016118355,45.89699220360371,45.52591218624421,45.82917708353676,46.30824396966834
13,26.61287557469721,26.632678172774995,26.678482024124328,26.660191804534932,26.678313558090046,26.719382234996417,26.61287862368144,26.632681057221042,26.678484548917808,26.660193953850584,26.67831558919692,26.719384007133602
14,26.496938979046302,26.521062780033738,26.575951434123425,26.571749643519702,26.593126842879983,26.641278408618657,26.496947674717518,26.5210711670183,26.57595899712244,26.57175519253512,26.59313215497108,26.641283184237523
15,26.359789815480177,26.38651785417222,26.450873177524997,26.467003630740443,26.490901576035387,26.547152418213145,26.35980459310187,26.386532145351087,26.45088629539282,26.467012821856724,26.49091044514044,26.547160488745803
16,25.692800231948798,25.739068040053212,25.8387476200669,25.971490557849393,26.01064806759507,26.0953712521185,25.69284183856606,25.739108396508012,25.83878525462551,25.971515420963293,26.010672095080317,26.09539359272442
17,24.86092255128282,24.931880106833084,25.06046046683167,25.375798778012143,25.43250425093384,25.545453241682534,24.860994132354566,24.93194982555697,25.060526292332423,25.375840926609808,25.432545049146288,25.54549126664198
18,24.65879579876973,24.73624953111942,24.86892873677244,25.254346180697425,25.314293732813383,25.43223249931025,24.65887411030683,24.736325474710156,24.869001003224426,25.254391740000237,25.314337431498313,25.43227360911736
19,24.520709826431226,24.602651038340937,24.7368514542466,25.165003821791903,25.22728240312216,25.347834202683455,24.520792410730564,24.602731731703642,24.736927915764014,25.165051384090123,25.227328355720836,25.347877615314815
20,24.251665862946943,24.338913686884602,24.4847933861861,24.98553795712357,25.054288289869014,25.172910239109818,24.251759513208654,24.339004967944135,24.4848806708411,24.98559160224832,25.054340246040105,25.172959593061375
