"","","Low_LowElShape_Out","Low_MedElShape_Out","Low_HighElShape_Out","High_LowElShape_Out","High_MedElShape_Out","High_HighElShape_Out"
"temp","2018-01-01","4.52387008618877","4.754233831812","4.82944263481723","6.48505479333851","5.73771619862377","5.53027116768124"
"temp","2017-12-27","1.50359543772188","1.52861301022135","1.38377160030053","2.80464766003228","3.06777665995976","2.5935206796751"
"temp","2017-12-19","3.22769241229263","3.45355781037937","3.48694162784324","5.01471843870705","4.73787848405855","4.2075735221796"
"temp","2017-12-11","3.01691751450433","2.91274597804322","2.66730154672121","4.84892858935113","5.22968217934166","4.49667654720201"
"temp","2017-12-03","3.18918561791502","3.26417301577779","3.03290282131661","5.31352943927419","5.39578522997984","4.63550770915062"
"temp","2017-11-25","3.86349714429172","3.84269617473709","3.62302304851649","6.1073214463592","5.79753581087849","5.32468713231362"
"temp","2017-11-17","4.56564035578777","4.70197237537657","4.56078285643503","6.65064599483204","6.73682195873401","6.21556645851918"
"temp","2017-11-09","4.47225233173683","4.37398763108362","4.21185470555861","7.03205432730373","6.51181862035697","5.84073089130994"
"temp","2017-11-01","5.87142601751981","5.28726803557703","4.8713115673735","7.24770928884633","6.71341197822142","6.06073259467505"
"temp","2017-10-24","3.61059620307167","3.52964052121888","3.4984056122449","6.36658557855602","7.19255075172004","6.02507681399196"
"temp","2017-10-16","4.75952238154953","4.39023509084245","3.98909408807781","8.4879576329726","8.72600720041145","6.94690843747448"
"temp","2017-10-08","4.98433394853979","4.46905426356589","3.6807962529274","8.63844914302456","9.31585555940423","6.88980937251787"
"temp","2017-09-30","6.15353065539112","5.79272258976819","4.92985581000848","10.5030687544996","11.7042899533701","8.88253793537228"
"temp","2017-09-22","6.73206623010169","6.22857215993447","5.38749460043197","10.3185278843983","11.8028967040435","9.28515799553144"
"temp","2017-09-14","9.32415508570811","9.20347973146108","8.20048221174454","13.1236796169767","14.4119343001922","11.6159584819981"
"temp","2017-09-06","8.27088963068934","8.18833055007338","7.81696428571429","13.3763692918","16.4636379076087","13.2518782127323"
"temp","2017-08-29","3.48355121002593","4.38490498017201","4.9975889155575","2.96831437342001","4.93969530258146","5.90436257494478"
"temp","2017-08-21","4.91870301746956","5.36027209503021","5.68021683125805","6.10272071826962","7.82735736248719","7.92766879382337"
"temp","2017-08-13","8.90253137742944","8.37201658576052","8.13842548204964","11.8473350710049","12.6211962046764","10.8969212598425"
"temp","2017-08-05","8.12834945298874","7.95358315236604","8.09005953646609","9.46520463877984","10.8771757679181","10.2235465344977"
"temp","2017-07-28","4.36095314164004","4.96076355306694","5.73268162393162","2.59978229317852","4.13266267123288","5.14899133175729"
"temp","2017-07-20","6.804179739431","6.65894801098789","6.79862649063032","8.60546931407942","9.80299931833674","9.28071282132156"
"temp","2017-07-12","4.6751786565031","5.35531152176108","6.2228665323863","5.1741974806989","7.30958950774996","8.48983902630546"
