"","","Low_LowElShape_Out","Low_MedElShape_Out","Low_HighElShape_Out","High_LowElShape_Out","High_MedElShape_Out","High_HighElShape_Out"
"X2018.02.12","2018-02-12","-1.99760638297872","-5.38609204169845","-7.67813333333333","-0.155246012132105","-2.54239766081871","-4.77024952015355"
"X2018.02.13","2018-02-13","-2.86050531914894","-6.07119247393847","-8.41093333333333","0.134801168276792","-2.2328738512949","-5.02936660268714"
"X2018.02.14","2018-02-14","-0.984973404255319","-4.8905415713196","-7.6224","0.748483486856886","-1.91624895572264","-4.78848368522073"
"X2018.02.15","2018-02-15","-1.97287234042553","-5.14289346554793","-7.63893333333333","-0.0131431139069872","-2.21449456975773","-4.79289827255278"
"X2018.02.16","2018-02-16","-1.14148936170213","-2.98054919908467","-4.4856","1.73556504156369","-0.0123224728487886","-2.07600767754319"
"X2018.02.17","2018-02-17","0.612898936170213","-0.766844647851513","-1.85306666666667","2.87182655583015","1.24958228905597","-0.618809980806142"
"X2018.02.18","2018-02-18","-1.65771276595745","-5.56407322654462","-8.47733333333333","0.789373174567513","-3.02777777777778","-5.95067178502879"
"X2018.02.19","2018-02-19","-6.38031914893617","-11.0325451309433","-14.4805333333333","-4.51898449786565","-7.80806182121972","-10.6729366602687"
"X2018.02.20","2018-02-20","-9.74122340425532","-14.012077294686","-17.0722666666667","-6.00202201752415","-9.6171679197995","-13.2433781190019"
"X2018.02.21","2018-02-21","-7.5219414893617","-11.1345029239766","-13.7773333333333","-4.55504381037969","-7.91833751044277","-10.732245681382"
"X2018.02.22","2018-02-22","-6.51848404255319","-10.1342486651411","-12.8797333333333","-4.26342394967423","-7.2374686716792","-9.78790786948177"
"X2018.02.23","2018-02-23","-7.21303191489362","-11.8351131451818","-15.0576","-6.34115929004718","-9.79385964912281","-12.4460652591171"
"X2018.02.24","2018-02-24","-7.58257978723404","-10.9448258326977","-13.3416","-4.69231633340822","-7.49039264828739","-9.99827255278311"
"X2018.02.25","2018-02-25","-5.37127659574468","-8.30345792016273","-10.548","-2.68726128959784","-5.50146198830409","-8.28656429942418"
"X2018.02.26","2018-02-26","-4.29827127659574","-7.1535723366387","-9.1688","-1.72141091889463","-4.27589807852966","-6.04433781190019"
"X2018.02.27","2018-02-27","-5.06409574468085","-8.45016526824307","-10.6626666666667","-1.8109413614918","-4.8483709273183","-7.79769673704415"
"X2018.02.28","2018-02-28","-5.75412234042553","-9.12267988812611","-11.4909333333333","-2.51561446865873","-5.6000417710944","-8.4978886756238"
"X2018.03.01","2018-03-01","-0.66781914893617","-3.88494787693872","-6.0576","0.208267804987643","-2.359440267335","-3.63301343570058"
"X2018.03.02","2018-03-02","0.621808510638298","-3.00381388253242","-5.32266666666667","0.303864300157268","-3.06829573934837","-5.18867562380038"
"X2018.03.03","2018-03-03","-2.3248670212766","-6.65293668954996","-9.46","-0.667490451583914","-4.23370927318296","-6.89097888675624"
"X2018.03.04","2018-03-04","-5.55066489361702","-10.8736333587592","-14.7594666666667","-1.739609076612","-5.46741854636591","-8.65508637236085"
"X2018.03.05","2018-03-05","-4.36077127659574","-8.14950419527079","-11.2562666666667","-2.47517411817569","-5.8109857978279","-9.28195777351248"
"X2018.03.06","2018-03-06","-0.281117021276596","-2.90592423086702","-4.94373333333333","0.68950797573579","-1.88826232247285","-4.82725527831094"
"X2018.03.07","2018-03-07","3.27925531914894","0.258962623951182","-2.2264","4.01505279712424","1.5749791144528","-0.975623800383877"
"X2018.03.08","2018-03-08","2.04441489361702","-0.375158911772184","-2.2888","4.83902493821613","2.62949039264829","1.32879078694818"
"X2018.03.09","2018-03-09","3.65984042553192","0.283117213323163","-2.22453333333333","5.49303527297237","2.99081035923141","1.02495201535509"
"X2018.03.10","2018-03-10","4.85651595744681","1.16475972540046","-1.48906666666667","5.30184228263312","2.859440267335","0.836660268714012"
"X2018.03.11","2018-03-11","3.27752659574468","0.159166031019578","-1.9424","4.03830599865199","1.69778613199666","-0.476967370441459"
"X2018.03.12","2018-03-12","4.78882978723404","1.49898296465802","-0.976533333333333","5.37014154122669","3.16729323308271","1.42898272552783"
"X2018.03.13","2018-03-13","5.55518617021277","2.1952707856598","-0.395466666666667","4.96506403055493","1.83980785296575","0.0892514395393474"
"X2018.03.14","2018-03-14","1.56914893617021","-2.75756420035596","-5.63786666666667","3.04077735340373","-0.578947368421053","-2.91554702495202"
"X2018.03.15","2018-03-15","-0.85811170212766","-4.93719806763285","-7.904","0.627274769714671","-2.81537176274018","-5.2573896353167"
"X2018.03.16","2018-03-16","-1.86063829787234","-6.06242054411391","-8.85813333333333","0.890024713547517","-2.4766081871345","-4.87408829174664"
"X2018.03.17","2018-03-17","-3.14707446808511","-7.90274599542334","-11.1328","-0.530779600089867","-4.406223893066","-7.63071017274472"
"X2018.03.18","2018-03-18","-4.22792553191489","-8.68510043224002","-12.0506666666667","-2.50247135475174","-6.07351712614871","-9.48694817658349"
"X2018.03.19","2018-03-19","-1.80691489361702","-5.12204424103738","-7.72746666666667","-0.41091889463042","-3.10756056808688","-5.7168905950096"
"X2018.03.20","2018-03-20","2.37087765957447","-0.689422832443427","-2.97653333333333","3.40586385082004","1.12238930659983","-0.673512476007677"
"X2018.03.21","2018-03-21","5.37765957446809","2.50127129417747","0.404266666666667","6.8025162884745","4.03091060985798","2.39117082533589"
"X2018.03.22","2018-03-22","5.04813829787234","1.04741927281973","-2.1048","5.62851044709054","1.80096073517126","-0.81190019193858"
"X2018.03.23","2018-03-23","0.745877659574468","-2.99796592931604","-5.5728","0.974724780948102","-1.13095238095238","-2.85930902111324"
"X2018.03.24","2018-03-24","-0.83563829787234","-4.64797864225782","-7.33413333333333","0.445630195461694","-2.62364243943191","-4.63339731285989"
"X2018.03.25","2018-03-25","-0.654122340425532","-4.74434274091025","-7.66053333333333","-1.12289373174568","-4.4828738512949","-6.80959692898273"
"X2018.03.26","2018-03-26","-2.59800531914894","-6.39893211289092","-9.1768","-0.584924736014379","-3.48872180451128","-6.22552783109405"
"X2018.03.27","2018-03-27","-1.28085106382979","-4.13806254767353","-6.2744","2.16468209391148","0.130952380952381","-2.17907869481766"
"X2018.03.28","2018-03-28","3.08869680851064","1.2627765064836","-0.433866666666667","5.50359469782071","3.67857142857143","1.63493282149712"
"X2018.03.29","2018-03-29","5.15385638297872","3.06623442664633","1.22746666666667","7.69501235677376","5.3765664160401","2.87408829174664"
"X2018.03.30","2018-03-30","6.42074468085106","4.03051106025934","2.18453333333333","8.66838912603909","6.25710108604845","3.4"
"X2018.03.31","2018-03-31","6.93457446808511","3.92664632595983","1.52266666666667","9.01011008762076","6.65392648287385","4.09193857965451"
"X2018.04.01","2018-04-01","6.79441489361702","3.85761505212306","1.4576","7.72197259042912","5.39118629908104","2.73742802303263"
"X2018.04.02","2018-04-02","5.82938829787234","3.1769641495042","1.29013333333333","7.11795102224219","4.97535505430242","2.67293666026871"
"X2018.04.03","2018-04-03","5.19893617021277","2.05936943808797","-0.274933333333333","7.13266681644574","4.45697577276525","1.29865642994242"
"X2018.04.04","2018-04-04","6.1780585106383","3.15687770150013","0.942666666666667","7.91383958660975","5.87740183792815","3.79692898272553"
"X2018.04.05","2018-04-05","6.92101063829787","3.84808034579202","1.35786666666667","8.39395641428892","5.93483709273183","4.21804222648752"
"X2018.04.06","2018-04-06","7.68257978723404","5.08403254513094","3.46453333333333","8.75690855987419","6.33270676691729","4.77907869481766"
"X2018.04.07","2018-04-07","6.79095744680851","3.27205695397915","0.935466666666667","7.68568860930128","4.62635756056809","2.69750479846449"
"X2018.04.08","2018-04-08","3.73098404255319","0.63768115942029","-1.6728","3.61289597843181","1.44799498746867","-0.118042226487524"
"X2018.04.09","2018-04-09","4.74042553191489","3.1931095855581","1.97333333333333","6.44226016625477","4.81954887218045","2.77658349328215"
"X2018.04.10","2018-04-10","8.8780585106383","6.66501398423595","4.74693333333333","8.53212761177264","6.53801169590643","5.06679462571977"
"X2018.04.11","2018-04-11","4.3155585106383","0.771039918637173","-1.76266666666667","4.70343742979106","1.37949039264829","-1.0278310940499"
"X2018.04.12","2018-04-12","-0.504920212765957","-4.49326214085939","-7.23893333333333","1.51179510222422","-2.16457811194653","-4.62859884836852"
"X2018.04.13","2018-04-13","-1.28071808510638","-4.00953470633104","-5.91173333333333","0.903617164682094","-2.01796157059315","-4.48579654510557"
"X2018.04.14","2018-04-14","2.90425531914894","0.777650648360031","-0.7856","4.7437654459672","2.63241436925647","0.946833013435701"
"X2018.04.15","2018-04-15","4.17140957446809","0.700610221205187","-1.20053333333333","4.80622332060211","1.36654135338346","-0.865067178502879"
"X2018.04.16","2018-04-16","-1.20265957446809","-5.47571828121027","-8.37866666666667","0.880476297461245","-2.54782790309106","-4.9274472168906"
"X2018.04.17","2018-04-17","-4.01781914893617","-8.01144164759725","-10.7384","-1.30948101550213","-4.70718462823726","-7.33454894433781"
"X2018.04.18","2018-04-18","-0.139228723404255","-2.7280701754386","-4.55546666666667","1.4119299033925","-0.821219715956558","-2.33608445297505"
"X2018.04.19","2018-04-19","0.488563829787234","-3.26608187134503","-5.6608","1.34104695574028","-0.993525480367586","-3.0552783109405"
"X2018.04.20","2018-04-20","0.725398936170213","-2.08670226290364","-4.0472","4.27858908110537","2.13575605680869","0.31957773512476"
"X2018.04.21","2018-04-21","4.78922872340426","2.84248665141114","1.61866666666667","7.23590204448439","5.16416040100251","3.21516314779271"
"X2018.04.22","2018-04-22","7.2030585106383","4.95359776252225","3.5912","9.97292743203774","7.77422723475355","5.45566218809981"
"X2018.04.23","2018-04-23","8.29454787234043","5.94393592677346","3.84853333333333","10.9247360143788","8.05680868838764","5.02667946257198"
"X2018.04.24","2018-04-24","9.41276595744681","7.01029748283753","4.8664","11.1651314311391","8.45342522974102","5.35431861804223"
"X2018.04.25","2018-04-25","9.86781914893617","7.49847444698703","5.7088","11.1472702763424","9.28028404344194","6.64625719769674"
"X2018.04.26","2018-04-26","9.29734042553192","7.09255021612001","5.36666666666667","9.56852392720737","8.33020050125313","6.6447216890595"
"X2018.04.27","2018-04-27","6.14268617021277","3.49872870582253","1.63706666666667","6.60368456526623","4.55639097744361","2.94452975047985"
"X2018.04.28","2018-04-28","3.88164893617021","1.40579710144928","-0.366133333333333","3.96191866996181","2.0219298245614","0.834165067178503"
"X2018.04.29","2018-04-29","2.85651595744681","-0.0184337655733537","-1.81093333333333","4.40900921141317","1.98809523809524","0.3"
"X2018.04.30","2018-04-30","2.75292553191489","-0.724002034070684","-3.17146666666667","3.68355425747023","0.986842105263158","-1.31612284069098"
"X2018.05.01","2018-05-01","3.07406914893617","-0.00546656496313247","-2.10613333333333","4.70557178162211","2.46073517126149","0.843953934740883"
"X2018.05.02","2018-05-02","3.10359042553192","-0.209000762776506","-2.45066666666667","5.61615367333184","3.39181286549708","1.31420345489443"
"X2018.05.03","2018-05-03","4.80146276595745","1.7302313755403","-0.477333333333333","7.11132329813525","4.92585630743525","2.69193857965451"
"X2018.05.04","2018-05-04","7.10465425531915","4.62547673531655","2.84586666666667","9.34374297910582","7.47368421052632","5.34664107485605"
"X2018.05.05","2018-05-05","9.56090425531915","6.97673531655225","5.13093333333333","11.6458099303527","9.70843776106934","7.33973128598848"
"X2018.05.06","2018-05-06","10.5042553191489","8.16399694889397","6.54373333333333","9.61514266456976","8.69423558897243","7.33493282149712"
"X2018.05.07","2018-05-07","9.22619680851064","7.16984490211035","5.41253333333333","9.88193664345091","8.38638262322473","6.4978886756238"
"X2018.05.08","2018-05-08","10.6309840425532","9.11670480549199","8.08266666666667","11.292069197933","9.64766081871345","8.04069097888676"
"X2018.05.09","2018-05-09","10.7597074468085","8.09649122807017","6.15866666666667","10.7471354751741","9.38053467000835","7.79904030710173"
"X2018.05.10","2018-05-10","9.23563829787234","6.80333079074498","5.1784","9.77634239496742","8.21324143692565","6.16122840690979"
"X2018.05.11","2018-05-11","7.83178191489362","3.9814391050089","1.56533333333333","9.09885419006965","6.67919799498747","4.13877159309021"
"X2018.05.12","2018-05-12","5.11276595744681","1.32634121535723","-1.1712","8.30229161986071","5.2437343358396","2.42168905950096"
"X2018.05.13","2018-05-13","5.15744680851064","1.71459445715739","-0.5128","8.61053695798697","6.62928153717627","4.48368522072937"
"X2018.05.14","2018-05-14","6.46542553191489","3.72362064581744","1.7808","8.66715344866322","7.14348370927318","5.29289827255278"
"X2018.05.15","2018-05-15","7.02021276595745","3.74968217645563","1.48186666666667","8.33711525499888","6.86048454469507","4.98195777351248"
"X2018.05.16","2018-05-16","5.35252659574468","2.20137299771167","0.0573333333333333","7.51819815771737","5.4734753550543","3.73109404990403"
"X2018.05.17","2018-05-17","4.31063829787234","1.24815662344266","-0.835466666666667","6.81184003594698","5.00835421888053","3.33339731285988"
"X2018.05.18","2018-05-18","7.07938829787234","4.20188151538266","2.14826666666667","8.19130532464615","6.6171679197995","5.19692898272553"
"X2018.05.19","2018-05-19","9.29188829787234","6.1718789727943","3.99866666666667","9.90137047854415","8.01545530492899","5.92610364683301"
"X2018.05.20","2018-05-20","8.39507978723404","5.35545385202136","3.2128","8.19040665019097","7.22535505430242","5.71746641074856"
"X2018.05.21","2018-05-21","7.09494680851064","4.43262140859395","2.63413333333333","8.7523028532914","7.91583124477861","6.46238003838772"
"X2018.05.22","2018-05-22","7.09787234042553","4.07055682684973","1.96026666666667","9.96472702763424","8.51503759398496","6.82936660268714"
"X2018.05.23","2018-05-23","9.5655585106383","6.70124586829392","4.84133333333333","10.8072343293642","9.60401002506266","7.84548944337812"
"X2018.05.24","2018-05-24","8.45159574468085","5.57945588609204","3.5888","9.25263985621209","8.29156223893066","6.65163147792706"
"X2018.05.25","2018-05-25","6.56090425531915","3.08810068649886","0.877066666666667","7.86823185800944","5.41165413533835","3.73243761996161"
"X2018.05.26","2018-05-26","5.8623670212766","2.27841342486651","0.0426666666666667","6.4662997079308","4.0641186299081","2.27101727447217"
"X2018.05.27","2018-05-27","6.73710106382979","3.42130689041444","1.19573333333333","7.79611323298135","6.09732664995823","4.83071017274472"
"X2018.05.28","2018-05-28","9.00531914893617","5.82697686244597","3.76693333333333","11.9519209166479","9.53654970760234","7.22207293666027"
"X2018.05.29","2018-05-29","11.9453457446809","9.2140859394864","7.24613333333333","13.989103572231","11.6449456975773","9.11285988483685"
"X2018.05.30","2018-05-30","11.30625","8.21980676328502","5.84533333333333","11.2769040665019","9.42878028404344","7.96545105566219"
"X2018.05.31","2018-05-31","7.18577127659574","4.40821256038647","2.71066666666667","6.21175016850146","5.2733918128655","4.210556621881"
"X2018.06.01","2018-06-01","5.51303191489362","3.12128146453089","1.56106666666667","6.71770388676702","5.08918128654971","3.24203454894434"
"X2018.06.02","2018-06-02","9.79867021276596","8.25425883549453","7.168","11.9358571107616","10.3527568922306","8.22936660268714"
"X2018.06.03","2018-06-03","12.9422872340426","9.92397660818713","7.91466666666667","15.5313412716244","13.390768588137","10.8984644913628"
"X2018.06.04","2018-06-04","13.644414893617","10.7682430714467","8.65093333333333","14.8536283981128","12.9912280701754","10.7644913627639"
"X2018.06.05","2018-06-05","11.9632978723404","9.10132214594457","7.25573333333333","12.0665019096832","11.2387218045113","9.89174664107486"
"X2018.06.06","2018-06-06","10.2341755319149","7.77421815408085","6.26266666666667","10.7635362839811","9.85296574770259","8.40499040307102"
"X2018.06.07","2018-06-07","9.39348404255319","7.02199338927028","5.39146666666667","10.3926084026062","9.17439431913116","7.33358925143954"
"X2018.06.08","2018-06-08","10.5239361702128","8.32812102720569","6.70453333333333","11.0811053695799","9.3703007518797","7.26833013435701"
"X2018.06.09","2018-06-09","10.0523936170213","7.28629544876684","5.39786666666667","9.85362839811278","7.68692564745196","5.97984644913628"
"X2018.06.10","2018-06-10","7.4251329787234","5.2210780574625","3.72613333333333","7.33902493821613","5.38220551378446","3.46928982725528"
"X2018.06.11","2018-06-11","9.57367021276596","8.16399694889397","6.98826666666667","10.2218602561222","9.08730158730159","7.40921305182342"
"X2018.06.12","2018-06-12","12.3291223404255","11.1112382405289","10.0266666666667","14.0643675578522","12.609231411863","10.6193857965451"
"X2018.06.13","2018-06-13","14.2259308510638","11.8715992880753","10.2104","16.0533587957762","14.1023391812865","12.1510556621881"
"X2018.06.14","2018-06-14","14.4933510638298","11.5179252479024","9.4672","14.841383958661","13.6309523809524","11.9696737044146"
"X2018.06.15","2018-06-15","13.3712765957447","10.719806763285","8.872","13.6945630195462","12.4197994987469","11.021113243762"
"X2018.06.16","2018-06-16","10.4902925531915","7.51652682430715","5.50106666666667","10.7425297685913","9.35401002506266","7.85163147792706"
"X2018.06.17","2018-06-17","6.88351063829787","4.15700483091787","2.4712","9.00134801168277","7.13304093567251","5.5383877159309"
"X2018.06.18","2018-06-18","6.94813829787234","3.77587083651157","1.46506666666667","9.44888789036172","7.13951545530493","4.88771593090211"
"X2018.06.19","2018-06-19","10.213164893617","7.46008136282736","5.22853333333333","12.6244664120422","10.4878863826232","8.19117082533589"
"X2018.06.20","2018-06-20","13.9583776595745","12.0911517925248","10.6064","14.933273421703","13.0240183792815","10.742226487524"
"X2018.06.21","2018-06-21","14.5259308510638","12.0334350368675","9.54453333333333","14.1379465288699","12.9797410192147","11.2291746641075"
"X2018.06.22","2018-06-22","14.3001329787234","11.5363590134757","9.16293333333333","15.4536059312514","13.3665413533835","10.8285988483685"
"X2018.06.23","2018-06-23","15.2739361702128","12.6014492753623","10.3909333333333","17.0651538980004","14.5728905597327","11.9923224568138"
"X2018.06.24","2018-06-24","16.3918882978723","13.8792270531401","11.6229333333333","17.2059087845428","15.3807435254804","12.8153550863724"
"X2018.06.25","2018-06-25","16.0492021276596","13.8366386981948","12.1005333333333","16.1709728150977","15.5634920634921","13.6293666026871"
"X2018.06.26","2018-06-26","15.2724734042553","12.942664632596","11.0274666666667","15.9707930802067","14.8324979114453","13.0028790786948"
"X2018.06.27","2018-06-27","15.8408244680851","13.0902618866006","10.8450666666667","15.0944731521007","13.9456975772765","12.2635316698656"
"X2018.06.28","2018-06-28","13.6990691489362","10.9674548690567","8.9536","13.4746124466412","12.2437343358396","10.4381957773512"
"X2018.06.29","2018-06-29","12.1252659574468","9.29862700228833","7.26586666666667","13.6636710851494","11.6395154553049","9.27063339731286"
"X2018.06.30","2018-06-30","14.1582446808511","11.5320366132723","9.63173333333333","16.2388227364637","14.2309941520468","11.6863723608445"
"X2018.07.01","2018-07-01","16.4666223404255","13.4199084668192","11.1709333333333","18.7168052123118","16.4732664995823","13.4065259117083"
"X2018.07.02","2018-07-02","16.8847074468085","13.9368166793796","11.7322666666667","17.3331835542575","15.9129072681704","13.5115163147793"
"X2018.07.03","2018-07-03","15.6678191489362","12.4666920925502","10.2085333333333","15.8882273646372","14.3845029239766","12.1130518234165"
"X2018.07.04","2018-07-04","13.5196808510638","10.5363590134757","8.43013333333333","14.1078409346214","12.9939431913116","11.3802303262956"
"X2018.07.05","2018-07-05","13.2288563829787","10.6858632087465","8.8064","13.6101999550663","12.5536758563074","11.0326295585413"
"X2018.07.06","2018-07-06","15.8716755319149","13.8521484871599","12.2690666666667","17.6123343068973","15.858813700919","14.4122840690979"
"X2018.07.07","2018-07-07","17.2244680851064","15.5165268243071","14.2128","18.3581217703887","16.8007518796992","15.1859884836852"
"X2018.07.08","2018-07-08","18.4226063829787","15.9355453852021","14.0368","18.0908784542799","17.1240601503759","15.590019193858"
"X2018.07.09","2018-07-09","17.942420212766","15.6886600559369","13.4002666666667","17.4833745225792","16.3634085213033","14.4850287907869"
"X2018.07.10","2018-07-10","17.2938829787234","14.7381133994406","12.7778666666667","17.4374297910582","15.6998746867168","13.6174664107486"
"X2018.07.11","2018-07-11","16.9406914893617","14.2473938469362","12.1773333333333","17.8017299483262","16.1729323308271","14.153358925144"
"X2018.07.12","2018-07-12","17.850664893617","14.394863971523","11.8072","19.2388227364637","17.4053884711779","15.4347408829175"
"X2018.07.13","2018-07-13","17.6438829787234","13.9610983981693","11.4402666666667","20.0972815097731","18.2380952380952","16.2431861804223"
"X2018.07.14","2018-07-14","18.1349734042553","14.7139588100687","12.3826666666667","19.542687036621","17.6802422723475","15.6823416506718"
"X2018.07.15","2018-07-15","18.6130319148936","15.4171116196288","13.0842666666667","19.5812177038868","18.2055137844612","16.3282149712092"
"X2018.07.16","2018-07-16","18.8301861702128","15.7477752351894","13.4581333333333","19.1145809930353","17.4803675856307","15.3332053742802"
"X2018.07.17","2018-07-17","18.5752659574468","15.9650394101195","13.904","18.9394518085823","17.3446115288221","15.0934740882917"
"X2018.07.18","2018-07-18","19.4720744680851","16.8119755911518","14.7197333333333","19.5790833520557","17.5073099415205","15.1857965451056"
"X2018.07.19","2018-07-19","19.1920212765957","16.452199338927","14.3592","19.9261963603685","17.780701754386","15.4335892514395"
"X2018.07.20","2018-07-20","19.0034574468085","15.4619883040936","12.844","19.5807683666592","17.8145363408521","15.6333973128599"
"X2018.07.21","2018-07-21","17.2781914893617","14.0390287312484","11.8421333333333","19.1547966749045","17.2176274018379","14.946641074856"
"X2018.07.22","2018-07-22","17.3095744680851","14.0027968471904","11.772","19.0047180408897","17.0494987468672","14.6806142034549"
"X2018.07.23","2018-07-23","17.7621010638298","14.581489956776","12.3181333333333","19.1911929903392","17.0256892230576","14.2520153550864"
"X2018.07.24","2018-07-24","18.5010638297872","15.6053902873125","13.4850666666667","19.7991462592676","17.7470760233918","15.1464491362764"
"X2018.07.25","2018-07-25","18.7958776595745","15.9982201881515","13.8962666666667","19.9122669063132","17.6800334168755","14.9345489443378"
"X2018.07.26","2018-07-26","18.7264627659574","16.6385710653445","15.1677333333333","20.7937542125365","19.0263157894737","16.6140115163148"
"X2018.07.27","2018-07-27","19.3574468085106","16.6154335113145","14.4626666666667","20.1240170748146","18.3828320802005","15.8867562380038"
"X2018.07.28","2018-07-28","18.8345744680851","16.1437833714722","14.0269333333333","19.3733992361267","17.3143274853801","14.6836852207294"
"X2018.07.29","2018-07-29","18.5517287234043","16.1254767353166","14.0557333333333","19.7087171422152","17.6908939014202","15.2003838771593"
"X2018.07.30","2018-07-30","19.1837765957447","16.4009661835749","14.1698666666667","19.6632217479218","18.0831244778613","15.9307101727447"
