,Dates,HE_HL,HE_LL,LE_HL,LE_LL
3164,8/30/2011,4.44664815,2.803236649,4.531692856,3.0529625
3165,8/31/2011,4.429766419,2.790211469,4.51509099,3.040809864
3166,9/1/2011,4.412884689,2.77718629,4.498489124,3.028657227
3167,9/2/2011,4.389234856,2.75774449,4.476132895,3.012984064
3168,9/3/2011,4.365585023,2.73830269,4.453776667,2.9973109
3169,9/4/2011,4.34193519,2.71886089,4.431420439,2.981637736
3170,9/5/2011,4.318285356,2.69941909,4.409064211,2.965964573
3171,9/6/2011,4.294635523,2.67997729,4.386707983,2.950291409
3172,9/7/2011,4.27098569,2.66053549,4.364351755,2.934618245
3173,9/8/2011,4.247335857,2.64109369,4.341995527,2.918945081
3174,9/9/2011,4.223686024,2.62165189,4.319639299,2.903271918
3175,9/10/2011,4.200036191,2.60221009,4.297283071,2.887598754
3176,9/11/2011,4.189342429,2.598321319,4.281540639,2.881257067
3177,9/12/2011,4.178648667,2.594432549,4.265798207,2.87491538
3178,9/13/2011,4.167954904,2.590543778,4.250055775,2.868573693
3179,9/14/2011,4.157261142,2.586655007,4.234313342,2.862232006
3180,9/15/2011,4.14656738,2.582766237,4.21857091,2.855890319
3181,9/16/2011,4.135873618,2.578877466,4.202828478,2.849548632
3182,9/17/2011,4.125179856,2.574988695,4.187086046,2.843206946
3183,9/18/2011,4.114486093,2.571099925,4.171343614,2.836865259
3184,9/19/2011,4.103792331,2.567211154,4.155601182,2.830523572
3185,9/20/2011,4.093098569,2.563322383,4.13985875,2.824181885
3186,9/21/2011,4.076609956,2.555355431,4.120252067,2.813250872
3187,9/22/2011,4.060121343,2.547388478,4.100645384,2.802319859
3188,9/23/2011,4.043632731,2.539421526,4.081038701,2.791388847
3189,9/24/2011,4.027144118,2.531454573,4.061432018,2.780457834
3190,9/25/2011,4.010655505,2.523487621,4.041825336,2.769526821
3191,9/26/2011,3.994166892,2.515520668,4.022218653,2.758595809
3192,9/27/2011,3.977678279,2.507553716,4.00261197,2.747664796
3193,9/28/2011,3.961189666,2.499586763,3.983005287,2.736733783
3194,9/29/2011,3.944701054,2.491619811,3.963398604,2.72580277
3195,9/30/2011,3.928212441,2.483652858,3.943791921,2.714871758
3196,10/1/2011,3.911723828,2.475685906,3.924185238,2.703940745
3197,10/2/2011,3.945484178,2.514800319,3.954767384,2.740235967
3198,10/3/2011,3.979244527,2.553914732,3.98534953,2.77653119
3199,10/4/2011,4.013004877,2.593029145,4.015931676,2.812826412
3200,10/5/2011,4.046765227,2.632143558,4.046513822,2.849121635
3201,10/6/2011,4.080525577,2.671257971,4.077095968,2.885416857
3202,10/7/2011,4.114285926,2.710372384,4.107678113,2.921712079
3203,10/8/2011,4.148046276,2.749486797,4.138260259,2.958007302
3204,10/9/2011,4.181806626,2.78860121,4.168842405,2.994302524
3205,10/10/2011,4.215566975,2.827715624,4.199424551,3.030597747
3206,10/11/2011,4.224688483,2.842600148,4.211093797,3.045552022
3207,10/12/2011,4.23380999,2.857484673,4.222763044,3.060506298
3208,10/13/2011,4.242931498,2.872369198,4.23443229,3.075460573
3209,10/14/2011,4.252053005,2.887253722,4.246101536,3.090414848
3210,10/15/2011,4.261174513,2.902138247,4.257770783,3.105369124
3211,10/16/2011,4.27029602,2.917022772,4.269440029,3.120323399
3212,10/17/2011,4.279417527,2.931907297,4.281109275,3.135277675
3213,10/18/2011,4.288539035,2.946791821,4.292778521,3.15023195
3214,10/19/2011,4.297660542,2.961676346,4.304447768,3.165186226
3215,10/20/2011,4.30678205,2.976560871,4.316117014,3.180140501
3216,10/21/2011,4.298189456,2.980099409,4.309424837,3.183722027
3217,10/22/2011,4.289596862,2.983637947,4.30273266,3.187303553
3218,10/23/2011,4.281004268,2.987176484,4.296040483,3.190885079
3219,10/24/2011,4.272411674,2.990715022,4.289348306,3.194466605
3220,10/25/2011,4.26381908,2.99425356,4.28265613,3.198048131
3221,10/26/2011,4.255226486,2.997792098,4.275963953,3.201629657
3222,10/27/2011,4.246633892,3.001330636,4.269271776,3.205211183
3223,10/28/2011,4.238041298,3.004869174,4.262579599,3.208792709
3224,10/29/2011,4.229448704,3.008407712,4.255887422,3.212374235
3225,10/30/2011,4.22085611,3.01194625,4.249195245,3.215955761
3226,10/31/2011,4.212263516,3.015484788,4.242503068,3.219537287
3227,11/1/2011,4.203670922,3.019023326,4.235810891,3.223118813
3228,11/2/2011,4.160330584,2.986319158,4.191213532,3.190704126
3229,11/3/2011,4.116990246,2.95361499,4.146616173,3.158289438
3230,11/4/2011,4.073649908,2.920910823,4.102018813,3.125874751
3231,11/5/2011,4.03030957,2.888206655,4.057421454,3.093460063
3232,11/6/2011,3.986969232,2.855502488,4.012824095,3.061045376
3233,11/7/2011,3.943628894,2.82279832,3.968226736,3.028630689
3234,11/8/2011,3.900288557,2.790094152,3.923629377,2.996216001
3235,11/9/2011,3.856948219,2.757389985,3.879032017,2.963801314
3236,11/10/2011,3.813607881,2.724685817,3.834434658,2.931386627
3237,11/11/2011,3.780012053,2.705856271,3.799190133,2.911575737
3238,11/12/2011,3.746416225,2.687026725,3.763945608,2.891764847
3239,11/13/2011,3.712820398,2.66819718,3.728701084,2.871953957
3240,11/14/2011,3.67922457,2.649367634,3.693456559,2.852143067
3241,11/15/2011,3.645628742,2.630538088,3.658212034,2.832332177
3242,11/16/2011,3.612032915,2.611708542,3.622967509,2.812521287
3243,11/17/2011,3.578437087,2.592878996,3.587722984,2.792710397
3244,11/18/2011,3.544841259,2.57404945,3.552478459,2.772899507
3245,11/19/2011,3.511245431,2.555219905,3.517233935,2.753088617
3246,11/20/2011,3.477649604,2.536390359,3.48198941,2.733277727
3247,11/21/2011,3.449396745,2.516737167,3.452423221,2.713294107
3248,11/22/2011,3.421143887,2.497083974,3.422857031,2.693310488
3249,11/23/2011,3.392891028,2.477430782,3.393290842,2.673326868
3250,11/24/2011,3.36463817,2.45777759,3.363724653,2.653343249
3251,11/25/2011,3.336385312,2.438124398,3.334158463,2.633359629
3252,11/26/2011,3.308132453,2.418471206,3.304592274,2.61337601
3253,11/27/2011,3.279879595,2.398818014,3.275026085,2.59339239
3254,11/28/2011,3.251626736,2.379164821,3.245459896,2.573408771
3255,11/29/2011,3.223373878,2.359511629,3.215893706,2.553425151
3256,11/30/2011,3.195121019,2.339858437,3.186327517,2.533441532
3257,12/1/2011,3.166868161,2.320205245,3.156761328,2.513457912
3258,12/2/2011,3.128715459,2.285599933,3.113396511,2.47862539
3259,12/3/2011,3.090562757,2.250994622,3.070031694,2.443792868
3260,12/4/2011,3.052410055,2.21638931,3.026666878,2.408960346
3261,12/5/2011,3.014257354,2.181783999,2.983302061,2.374127824
3262,12/6/2011,2.976104652,2.147178687,2.939937245,2.339295302
3263,12/7/2011,2.93795195,2.112573375,2.896572428,2.30446278
3264,12/8/2011,2.899799248,2.077968064,2.853207611,2.269630257
3265,12/9/2011,2.861646546,2.043362752,2.809842795,2.234797735
3266,12/10/2011,2.823493844,2.008757441,2.766477978,2.199965213
3267,12/11/2011,2.783629371,1.965263725,2.718592508,2.156017361
3268,12/12/2011,2.743764898,1.921770009,2.670707037,2.112069508
3269,12/13/2011,2.703900424,1.878276293,2.622821567,2.068121656
3270,12/14/2011,2.664035951,1.834782577,2.574936096,2.024173804
3271,12/15/2011,2.624171477,1.791288862,2.527050626,1.980225951
3272,12/16/2011,2.584307004,1.747795146,2.479165156,1.936278099
3273,12/17/2011,2.544442531,1.70430143,2.431279685,1.892330246
3274,12/18/2011,2.504578057,1.660807714,2.383394215,1.848382394
3275,12/19/2011,2.464713584,1.617313998,2.335508744,1.804434542
3276,12/20/2011,2.424849111,1.573820282,2.287623274,1.760486689
3277,12/21/2011,2.398305209,1.534725433,2.261423888,1.724996802
3278,12/22/2011,2.371761308,1.495630583,2.235224502,1.689506914
3279,12/23/2011,2.345217407,1.456535734,2.209025117,1.654017027
3280,12/24/2011,2.318673506,1.417440884,2.182825731,1.61852714
3281,12/25/2011,2.292129605,1.378346034,2.156626345,1.583037252
3282,12/26/2011,2.265585704,1.339251185,2.13042696,1.547547365
3283,12/27/2011,2.239041803,1.300156335,2.104227574,1.512057477
3284,12/28/2011,2.212497902,1.261061486,2.078028188,1.47656759
3285,12/29/2011,2.185954001,1.221966636,2.051828802,1.441077702
3286,12/30/2011,2.1594101,1.182871786,2.025629417,1.405587815
3287,12/31/2011,2.132866199,1.143776937,1.999430031,1.370097928
3288,1/1/2012,2.106322298,1.104682087,1.973230645,1.33460804
3289,1/2/2012,2.074202889,1.055490569,1.944460213,1.273888367
3290,1/3/2012,2.042083481,1.00629905,1.915689781,1.213168695
3291,1/4/2012,2.009964072,0.957107532,1.886919348,1.152449022
3292,1/5/2012,1.977844664,0.907916013,1.858148916,1.091729349
3293,1/6/2012,1.945725256,0.858724494,1.829378483,1.031009676
3294,1/7/2012,1.913605847,0.809532976,1.800608051,0.970290003
3295,1/8/2012,1.881486439,0.760341457,1.771837619,0.909570331
3296,1/9/2012,1.84936703,0.711149939,1.743067186,0.848850658
3297,1/10/2012,1.817247622,0.66195842,1.714296754,0.788130985
3298,1/11/2012,1.792279461,0.596811177,1.685204495,0.65495859
3299,1/12/2012,1.767311301,0.531663933,1.656112236,0.521786194
3300,1/13/2012,1.74234314,0.466516689,1.627019978,0.388613799
3301,1/14/2012,1.71737498,0.401369446,1.597927719,0.255441404
3302,1/15/2012,1.692406819,0.336222202,1.56883546,0.122269008
3303,1/16/2012,1.667438659,0.271074959,1.539743201,-0.010903387
3304,1/17/2012,1.642470498,0.205927715,1.510650942,-0.144075782
3305,1/18/2012,1.617502338,0.140780471,1.481558684,-0.277248178
3306,1/19/2012,1.592534177,0.075633228,1.452466425,-0.410420573
3307,1/20/2012,1.567566017,0.010485984,1.423374166,-0.543592968
3308,1/21/2012,1.555423156,-0.014064175,1.396624644,-0.579424833
3309,1/22/2012,1.543280295,-0.038614333,1.369875122,-0.615256697
3310,1/23/2012,1.531137434,-0.063164492,1.3431256,-0.651088561
3311,1/24/2012,1.518994573,-0.08771465,1.316376078,-0.686920426
3312,1/25/2012,1.506851712,-0.112264809,1.289626556,-0.72275229
3313,1/26/2012,1.494708851,-0.136814967,1.262877034,-0.758584154
3314,1/27/2012,1.48256599,-0.161365126,1.236127512,-0.794416019
3315,1/28/2012,1.470423129,-0.185915285,1.20937799,-0.830247883
3316,1/29/2012,1.458280268,-0.210465443,1.182628468,-0.866079748
3317,1/30/2012,1.446137407,-0.235015602,1.155878947,-0.901911612
3318,1/31/2012,1.433994546,-0.25956576,1.129129425,-0.937743476
3319,2/1/2012,1.421851686,-0.284115919,1.102379903,-0.973575341
3320,2/2/2012,1.405612565,-0.319579509,1.074611704,-1.01752035
3321,2/3/2012,1.389373445,-0.3550431,1.046843504,-1.061465359
3322,2/4/2012,1.373134325,-0.39050669,1.019075305,-1.105410368
3323,2/5/2012,1.356895205,-0.42597028,0.991307106,-1.149355377
3324,2/6/2012,1.340656084,-0.461433871,0.963538907,-1.193300386
3325,2/7/2012,1.324416964,-0.496897461,0.935770708,-1.237245395
3326,2/8/2012,1.308177844,-0.532361052,0.908002509,-1.281190404
3327,2/9/2012,1.291938724,-0.567824642,0.88023431,-1.325135413
3328,2/10/2012,1.275699603,-0.603288232,0.852466111,-1.369080422
3329,2/11/2012,1.257110612,-0.624508421,0.810889868,-1.397247744
3330,2/12/2012,1.238521621,-0.645728609,0.769313625,-1.425415066
3331,2/13/2012,1.21993263,-0.666948798,0.727737382,-1.453582388
3332,2/14/2012,1.201343639,-0.688168986,0.68616114,-1.481749711
3333,2/15/2012,1.182754648,-0.709389175,0.644584897,-1.509917033
3334,2/16/2012,1.164165657,-0.730609364,0.603008654,-1.538084355
3335,2/17/2012,1.145576666,-0.751829552,0.561432411,-1.566251678
3336,2/18/2012,1.126987675,-0.773049741,0.519856168,-1.594419
3337,2/19/2012,1.108398684,-0.794269929,0.478279925,-1.622586322
3338,2/20/2012,1.089809693,-0.815490118,0.436703683,-1.650753645
3339,2/21/2012,1.051467942,-0.865085441,0.374120215,-1.696336768
3340,2/22/2012,1.013126191,-0.914680764,0.311536747,-1.741919892
3341,2/23/2012,0.974784439,-0.964276087,0.248953279,-1.787503016
3342,2/24/2012,0.936442688,-1.01387141,0.186369811,-1.83308614
3343,2/25/2012,0.898100937,-1.063466733,0.123786343,-1.878669263
3344,2/26/2012,0.859759186,-1.113062056,0.061202875,-1.924252387
3345,2/27/2012,0.821417434,-1.162657379,-0.001380593,-1.969835511
3346,2/28/2012,0.783075683,-1.212252702,-0.063964061,-2.015418635
3347,2/29/2012,0.744733932,-1.261848025,-0.126547529,-2.061001759
3348,3/1/2012,0.706392181,-1.311443348,-0.189130997,-2.106584882
3349,3/2/2012,0.642895126,-1.370029243,-0.286940111,-2.140590018
3350,3/3/2012,0.579398071,-1.428615138,-0.384749225,-2.174595153
3351,3/4/2012,0.515901016,-1.487201033,-0.48255834,-2.208600289
3352,3/5/2012,0.452403962,-1.545786928,-0.580367454,-2.242605424
3353,3/6/2012,0.388906907,-1.604372823,-0.678176568,-2.27661056
3354,3/7/2012,0.325409852,-1.662958718,-0.775985682,-2.310615695
3355,3/8/2012,0.261912797,-1.721544613,-0.873794796,-2.344620831
3356,3/9/2012,0.198415742,-1.780130508,-0.97160391,-2.378625966
3357,3/10/2012,0.134918687,-1.838716403,-1.069413025,-2.412631102
3358,3/11/2012,0.130934715,-1.860737938,-1.066663483,-2.424780733
3359,3/12/2012,0.126950743,-1.882759473,-1.063913941,-2.436930364
3360,3/13/2012,0.122966771,-1.904781008,-1.0611644,-2.449079995
3361,3/14/2012,0.118982799,-1.926802543,-1.058414858,-2.461229626
3362,3/15/2012,0.114998827,-1.948824078,-1.055665316,-2.473379258
3363,3/16/2012,0.111014855,-1.970845613,-1.052915775,-2.485528889
3364,3/17/2012,0.107030883,-1.992867149,-1.050166233,-2.49767852
3365,3/18/2012,0.103046911,-2.014888684,-1.047416691,-2.509828151
3366,3/19/2012,0.099062939,-2.036910219,-1.04466715,-2.521977782
3367,3/20/2012,0.095078967,-2.058931754,-1.041917608,-2.534127413
3368,3/21/2012,0.096877612,-2.06449802,-1.033900511,-2.537211226
3369,3/22/2012,0.098676257,-2.070064287,-1.025883413,-2.540295038
3370,3/23/2012,0.100474902,-2.075630553,-1.017866316,-2.54337885
3371,3/24/2012,0.102273547,-2.081196819,-1.009849218,-2.546462663
3372,3/25/2012,0.104072192,-2.086763085,-1.001832121,-2.549546475
3373,3/26/2012,0.105870837,-2.092329351,-0.993815023,-2.552630287
3374,3/27/2012,0.107669481,-2.097895618,-0.985797926,-2.5557141
3375,3/28/2012,0.109468126,-2.103461884,-0.977780828,-2.558797912
3376,3/29/2012,0.111266771,-2.10902815,-0.969763731,-2.561881725
3377,3/30/2012,0.113065416,-2.114594416,-0.961746633,-2.564965537
3378,3/31/2012,0.114864061,-2.120160682,-0.953729536,-2.568049349
3379,4/1/2012,0.116662706,-2.125726949,-0.945712439,-2.571133162
3380,4/2/2012,0.1339812,-2.12224861,-0.921437377,-2.563526456
3381,4/3/2012,0.151299694,-2.118770272,-0.897162315,-2.555919749
3382,4/4/2012,0.168618188,-2.115291934,-0.872887253,-2.548313043
3383,4/5/2012,0.185936683,-2.111813596,-0.848612191,-2.540706337
3384,4/6/2012,0.203255177,-2.108335257,-0.824337129,-2.533099631
3385,4/7/2012,0.220573671,-2.104856919,-0.800062067,-2.525492924
3386,4/8/2012,0.237892165,-2.101378581,-0.775787005,-2.517886218
3387,4/9/2012,0.255210659,-2.097900243,-0.751511943,-2.510279512
3388,4/10/2012,0.272529153,-2.094421904,-0.727236881,-2.502672806
3389,4/11/2012,0.271674263,-2.092369783,-0.714337216,-2.49123329
3390,4/12/2012,0.270819373,-2.090317662,-0.701437551,-2.479793774
3391,4/13/2012,0.269964483,-2.08826554,-0.688537886,-2.468354259
3392,4/14/2012,0.269109592,-2.086213419,-0.675638221,-2.456914743
3393,4/15/2012,0.268254702,-2.084161297,-0.662738557,-2.445475227
3394,4/16/2012,0.267399812,-2.082109176,-0.649838892,-2.434035712
3395,4/17/2012,0.266544922,-2.080057055,-0.636939227,-2.422596196
3396,4/18/2012,0.265690032,-2.078004933,-0.624039562,-2.41115668
3397,4/19/2012,0.264835142,-2.075952812,-0.611139897,-2.399717164
3398,4/20/2012,0.263980251,-2.07390069,-0.598240232,-2.388277649
3399,4/21/2012,0.264228355,-2.064012853,-0.584397468,-2.372269278
3400,4/22/2012,0.264476458,-2.054125016,-0.570554704,-2.356260907
3401,4/23/2012,0.264724561,-2.044237179,-0.55671194,-2.340252537
3402,4/24/2012,0.264972665,-2.034349342,-0.542869175,-2.324244166
3403,4/25/2012,0.265220768,-2.024461505,-0.529026411,-2.308235795
3404,4/26/2012,0.265468871,-2.014573668,-0.515183647,-2.292227425
3405,4/27/2012,0.265716974,-2.004685831,-0.501340882,-2.276219054
3406,4/28/2012,0.265965078,-1.994797993,-0.487498118,-2.260210684
3407,4/29/2012,0.266213181,-1.984910156,-0.473655354,-2.244202313
3408,4/30/2012,0.266461284,-1.975022319,-0.45981259,-2.228193942
3409,5/1/2012,0.266709388,-1.965134482,-0.445969825,-2.212185572
3410,5/2/2012,0.270014898,-1.948267046,-0.42044509,-2.189412245
3411,5/3/2012,0.273320408,-1.931399609,-0.394920354,-2.166638918
3412,5/4/2012,0.276625918,-1.914532172,-0.369395618,-2.143865591
3413,5/5/2012,0.279931429,-1.897664736,-0.343870883,-2.121092264
3414,5/6/2012,0.283236939,-1.880797299,-0.318346147,-2.098318938
3415,5/7/2012,0.286542449,-1.863929863,-0.292821411,-2.075545611
3416,5/8/2012,0.289847959,-1.847062426,-0.267296676,-2.052772284
3417,5/9/2012,0.29315347,-1.83019499,-0.24177194,-2.029998957
3418,5/10/2012,0.29645898,-1.813327553,-0.216247204,-2.00722563
3419,5/11/2012,0.281535713,-1.816958063,-0.22257407,-2.006588126
3420,5/12/2012,0.266612446,-1.820588572,-0.228900936,-2.005950621
3421,5/13/2012,0.251689178,-1.824219082,-0.235227802,-2.005313117
3422,5/14/2012,0.236765911,-1.827849591,-0.241554668,-2.004675612
3423,5/15/2012,0.221842644,-1.831480101,-0.247881534,-2.004038108
3424,5/16/2012,0.206919377,-1.83511061,-0.2542084,-2.003400603
3425,5/17/2012,0.19199611,-1.83874112,-0.260535266,-2.002763099
3426,5/18/2012,0.177072842,-1.842371629,-0.266862132,-2.002125595
3427,5/19/2012,0.162149575,-1.846002139,-0.273188998,-2.00148809
3428,5/20/2012,0.147226308,-1.849632648,-0.279515864,-2.000850586
3429,5/21/2012,0.126757731,-1.859632879,-0.287766663,-2.004656608
3430,5/22/2012,0.106289154,-1.86963311,-0.296017462,-2.008462631
3431,5/23/2012,0.085820576,-1.879633341,-0.304268262,-2.012268653
3432,5/24/2012,0.065351999,-1.889633572,-0.312519061,-2.016074676
3433,5/25/2012,0.044883422,-1.899633803,-0.32076986,-2.019880699
3434,5/26/2012,0.024414845,-1.909634034,-0.32902066,-2.023686721
3435,5/27/2012,0.003946268,-1.919634264,-0.337271459,-2.027492744
3436,5/28/2012,-0.016522309,-1.929634495,-0.345522258,-2.031298767
3437,5/29/2012,-0.036990887,-1.939634726,-0.353773057,-2.035104789
3438,5/30/2012,-0.057459464,-1.949634957,-0.362023857,-2.038910812
3439,5/31/2012,-0.077928041,-1.959635188,-0.370274656,-2.042716834
3440,6/1/2012,-0.098396618,-1.969635419,-0.378525455,-2.046522857
3441,6/2/2012,-0.098678227,-1.968360772,-0.365930398,-2.043804006
3442,6/3/2012,-0.098959836,-1.967086125,-0.353335342,-2.041085154
3443,6/4/2012,-0.099241444,-1.965811478,-0.340740285,-2.038366303
3444,6/5/2012,-0.099523053,-1.964536831,-0.328145228,-2.035647452
3445,6/6/2012,-0.099804662,-1.963262184,-0.315550171,-2.0329286
3446,6/7/2012,-0.100086271,-1.961987537,-0.302955115,-2.030209749
3447,6/8/2012,-0.10036788,-1.96071289,-0.290360058,-2.027490898
3448,6/9/2012,-0.100649488,-1.959438243,-0.277765001,-2.024772047
3449,6/10/2012,-0.100931097,-1.958163597,-0.265169944,-2.022053195
3450,6/11/2012,-0.121383633,-1.969691642,-0.275254612,-2.029968723
3451,6/12/2012,-0.141836169,-1.981219687,-0.28533928,-2.037884251
3452,6/13/2012,-0.162288705,-1.992747732,-0.295423948,-2.045799779
3453,6/14/2012,-0.182741241,-2.004275777,-0.305508616,-2.053715307
3454,6/15/2012,-0.203193777,-2.015803822,-0.315593283,-2.061630835
3455,6/16/2012,-0.223646313,-2.027331868,-0.325677951,-2.069546363
3456,6/17/2012,-0.244098849,-2.038859913,-0.335762619,-2.077461891
3457,6/18/2012,-0.264551385,-2.050387958,-0.345847287,-2.085377419
3458,6/19/2012,-0.285003921,-2.061916003,-0.355931954,-2.093292947
3459,6/20/2012,-0.305456457,-2.073444048,-0.366016622,-2.101208475
3460,6/21/2012,-0.333745227,-2.083582678,-0.378521391,-2.106292746
3461,6/22/2012,-0.362033997,-2.093721307,-0.391026159,-2.111377018
3462,6/23/2012,-0.390322767,-2.103859937,-0.403530927,-2.116461289
3463,6/24/2012,-0.418611537,-2.113998566,-0.416035696,-2.121545561
3464,6/25/2012,-0.446900307,-2.124137196,-0.428540464,-2.126629832
3465,6/26/2012,-0.475189078,-2.134275826,-0.441045233,-2.131714104
3466,6/27/2012,-0.503477848,-2.144414455,-0.453550001,-2.136798376
3467,6/28/2012,-0.531766618,-2.154553085,-0.46605477,-2.141882647
3468,6/29/2012,-0.560055388,-2.164691714,-0.478559538,-2.146966919
3469,6/30/2012,-0.588344158,-2.174830344,-0.491064307,-2.15205119
3470,7/1/2012,-0.616632928,-2.184968973,-0.503569075,-2.157135462
3471,7/2/2012,-0.642099654,-2.189420278,-0.516573178,-2.160071418
3472,7/3/2012,-0.66756638,-2.193871582,-0.52957728,-2.163007375
3473,7/4/2012,-0.693033105,-2.198322887,-0.542581383,-2.165943331
3474,7/5/2012,-0.718499831,-2.202774192,-0.555585485,-2.168879288
3475,7/6/2012,-0.743966557,-2.207225496,-0.568589588,-2.171815244
3476,7/7/2012,-0.769433282,-2.211676801,-0.58159369,-2.1747512
3477,7/8/2012,-0.794900008,-2.216128106,-0.594597793,-2.177687157
3478,7/9/2012,-0.820366733,-2.22057941,-0.607601895,-2.180623113
3479,7/10/2012,-0.845833459,-2.225030715,-0.620605998,-2.18355907
3480,7/11/2012,-0.872716507,-2.229073253,-0.631925746,-2.184159999
3481,7/12/2012,-0.899599554,-2.233115791,-0.643245494,-2.184760928
3482,7/13/2012,-0.926482601,-2.237158329,-0.654565242,-2.185361857
3483,7/14/2012,-0.953365649,-2.241200867,-0.66588499,-2.185962786
3484,7/15/2012,-0.980248696,-2.245243405,-0.677204738,-2.186563715
3485,7/16/2012,-1.007131744,-2.249285943,-0.688524486,-2.187164644
3486,7/17/2012,-1.034014791,-2.253328481,-0.699844234,-2.187765573
3487,7/18/2012,-1.060897839,-2.257371018,-0.711163982,-2.188366502
3488,7/19/2012,-1.087780886,-2.261413556,-0.72248373,-2.188967431
3489,7/20/2012,-1.114663934,-2.265456094,-0.733803478,-2.18956836
3490,7/21/2012,-1.124853972,-2.267398788,-0.737851852,-2.188325598
3491,7/22/2012,-1.135044011,-2.269341482,-0.741900227,-2.187082836
3492,7/23/2012,-1.145234049,-2.271284175,-0.745948601,-2.185840075
3493,7/24/2012,-1.155424088,-2.273226869,-0.749996976,-2.184597313
3494,7/25/2012,-1.165614127,-2.275169563,-0.75404535,-2.183354552
3495,7/26/2012,-1.175804165,-2.277112256,-0.758093724,-2.18211179
3496,7/27/2012,-1.185994204,-2.27905495,-0.762142099,-2.180869028
3497,7/28/2012,-1.196184243,-2.280997644,-0.766190473,-2.179626267
3498,7/29/2012,-1.206374281,-2.282940337,-0.770238848,-2.178383505
3499,7/30/2012,-1.21656432,-2.284883031,-0.774287222,-2.177140744
3500,7/31/2012,-1.226754359,-2.286825725,-0.778335597,-2.175897982
3501,8/1/2012,-1.236944397,-2.288768418,-0.782383971,-2.174655221
3502,8/2/2012,-1.238511699,-2.289088899,-0.784545441,-2.171783044
3503,8/3/2012,-1.240079001,-2.28940938,-0.786706911,-2.168910867
3504,8/4/2012,-1.241646302,-2.289729862,-0.78886838,-2.166038691
3505,8/5/2012,-1.243213604,-2.290050343,-0.79102985,-2.163166514
3506,8/6/2012,-1.244780906,-2.290370824,-0.79319132,-2.160294337
3507,8/7/2012,-1.246348207,-2.290691305,-0.79535279,-2.157422161
3508,8/8/2012,-1.247915509,-2.291011786,-0.797514259,-2.154549984
3509,8/9/2012,-1.24948281,-2.291332267,-0.799675729,-2.151677807
3510,8/10/2012,-1.251050112,-2.291652748,-0.801837199,-2.148805631
3511,8/11/2012,-1.244047383,-2.287579085,-0.800697139,-2.144876205
3512,8/12/2012,-1.237044653,-2.283505423,-0.799557078,-2.140946778
3513,8/13/2012,-1.230041923,-2.27943176,-0.798417018,-2.137017352
3514,8/14/2012,-1.223039194,-2.275358097,-0.797276957,-2.133087926
3515,8/15/2012,-1.216036464,-2.271284435,-0.796136897,-2.1291585
3516,8/16/2012,-1.209033735,-2.267210772,-0.794996836,-2.125229074
3517,8/17/2012,-1.202031005,-2.263137109,-0.793856776,-2.121299648
3518,8/18/2012,-1.195028276,-2.259063447,-0.792716715,-2.117370221
3519,8/19/2012,-1.188025546,-2.254989784,-0.791576655,-2.113440795
3520,8/20/2012,-1.181022817,-2.250916121,-0.790436594,-2.109511369
3521,8/21/2012,-1.178559568,-2.245834439,-0.792070446,-2.105825489
3522,8/22/2012,-1.17609632,-2.240752756,-0.793704298,-2.102139608
3523,8/23/2012,-1.173633072,-2.235671074,-0.79533815,-2.098453727
3524,8/24/2012,-1.171169823,-2.230589392,-0.796972001,-2.094767847
3525,8/25/2012,-1.168706575,-2.225507709,-0.798605853,-2.091081966
3526,8/26/2012,-1.166243327,-2.220426027,-0.800239705,-2.087396086
3527,8/27/2012,-1.163780079,-2.215344344,-0.801873557,-2.083710205
3528,8/28/2012,-1.16131683,-2.210262662,-0.803507408,-2.080024324
3529,8/29/2012,-1.158853582,-2.20518098,-0.80514126,-2.076338444
3530,8/30/2012,-1.156390334,-2.200099297,-0.806775112,-2.072652563
3531,8/31/2012,-1.153927085,-2.195017615,-0.808408964,-2.068966683
3532,9/1/2012,-1.151463837,-2.189935932,-0.810042815,-2.065280802
3533,9/2/2012,-1.154109656,-2.184010239,-0.817363122,-2.061863909
3534,9/3/2012,-1.156755475,-2.178084546,-0.82468343,-2.058447016
3535,9/4/2012,-1.159401294,-2.172158853,-0.832003737,-2.055030124
3536,9/5/2012,-1.162047113,-2.16623316,-0.839324044,-2.051613231
3537,9/6/2012,-1.164692932,-2.160307467,-0.846644351,-2.048196338
3538,9/7/2012,-1.167338751,-2.154381774,-0.853964658,-2.044779445
3539,9/8/2012,-1.16998457,-2.14845608,-0.861284966,-2.041362552
3540,9/9/2012,-1.172630389,-2.142530387,-0.868605273,-2.037945659
3541,9/10/2012,-1.175276208,-2.136604694,-0.87592558,-2.034528766
3542,9/11/2012,-1.189005312,-2.134877955,-0.889883153,-2.033420103
3543,9/12/2012,-1.202734417,-2.133151215,-0.903840726,-2.032311439
3544,9/13/2012,-1.216463521,-2.131424475,-0.917798298,-2.031202775
3545,9/14/2012,-1.230192626,-2.129697736,-0.931755871,-2.030094111
3546,9/15/2012,-1.24392173,-2.127970996,-0.945713444,-2.028985447
3547,9/16/2012,-1.257650835,-2.126244256,-0.959671016,-2.027876783
3548,9/17/2012,-1.271379939,-2.124517517,-0.973628589,-2.026768119
3549,9/18/2012,-1.285109044,-2.122790777,-0.987586162,-2.025659456
3550,9/19/2012,-1.298838148,-2.121064038,-1.001543735,-2.024550792
