"","Dates","HE_HL","LE_HL","LE_LL","HE_LL"
"58",2003-02-27,-1.18273197644931,-1.17075472209001,-1.0705640373881,-1.07806242524878
"59",2003-02-28,-1.18217358103005,-1.16701306000582,-1.06706152347142,-1.07438698248518
"60",2003-03-01,-1.19835273035749,-1.182438985021,-1.06629366720597,-1.07349249002735
"61",2003-03-02,-1.19836980161784,-1.182438985021,-1.06629366720597,-1.07349249002735
"62",2003-03-03,-1.2181752170556,-1.20645557426572,-1.06729002049158,-1.07456706967104
"63",2003-03-04,-1.22219191941075,-1.21079662544424,-1.06242980916438,-1.06991154846029
"64",2003-03-05,-1.22219191941075,-1.21079662544424,-1.06112525059576,-1.06768512404366
"65",2003-03-06,-1.22219191941075,-1.21079662544424,-1.06112525059576,-1.06768512404366
"66",2003-03-07,-1.22219191941075,-1.21079662544424,-1.06210831917089,-1.06949431676235
"67",2003-03-08,-1.22306916191853,-1.21080044985261,-1.06214750906679,-1.06997930403517
"68",2003-03-09,-1.25619016043109,-1.24589391644376,-1.08333462956751,-1.09182096737922
"69",2003-03-10,-1.2592657407236,-1.2464321150041,-1.08688430420638,-1.09599387870575
"70",2003-03-11,-1.25928171061231,-1.2464321150041,-1.08689692468133,-1.09599387870575
"71",2003-03-12,-1.25934228605227,-1.2464321150041,-1.08689692468133,-1.09599387870575
"72",2003-03-13,-1.25935054633954,-1.2464321150041,-1.08689559621028,-1.09557248657777
"73",2003-03-14,-1.25462345927941,-1.24099554466304,-1.0784797321245,-1.08638269097447
"74",2003-03-15,-1.20344932760138,-1.17972782715699,-1.00116205292568,-1.00450007873341
"75",2003-03-16,-1.18578938410983,-1.15769158610327,-0.973750381331992,-0.969035384408671
"76",2003-03-17,-1.17645636086948,-1.14903069182904,-0.954840260206648,-0.945404736148957
"77",2003-03-18,-1.17449702072969,-1.14725964307817,-0.952298230857296,-0.941695415597915
"78",2003-03-19,-1.17396615960132,-1.1472558186698,-0.952298230857296,-0.941695415597915
"79",2003-03-20,-1.17441496854284,-1.14963981578105,-0.96073601471536,-0.949465910211651
"80",2003-03-21,-1.17743437888192,-1.15329803622798,-0.962592553004212,-0.953188900747098
"81",2003-03-22,-1.1833619610249,-1.16028244894023,-0.965986132294999,-0.956347261491889
"82",2003-03-23,-1.17791843171578,-1.15397843324515,-0.983747125964272,-0.977267092409302
"83",2003-03-24,-1.16569981479008,-1.14071851406387,-0.982500355886213,-0.976999041845527
"84",2003-03-25,-1.16605941262911,-1.14219195430851,-0.986902244702035,-0.983907138747428
"85",2003-03-26,-1.15520484447414,-1.13413427353698,-0.991567835020783,-0.992786685139443
"86",2003-03-27,-1.14848923092587,-1.12946988601408,-0.991567835020783,-0.992786685139443
"87",2003-03-28,-1.14848923092587,-1.12946988601408,-0.991567835020783,-0.992786685139443
"88",2003-03-29,-1.1484963898415,-1.12947092903454,-0.991567835020783,-0.992786685139443
"89",2003-03-30,-1.1525703635217,-1.13180242744902,-0.991567835020783,-0.992786685139443
"90",2003-03-31,-1.18366593959633,-1.16407730506818,-1.01621097295152,-1.01682327250128
"91",2003-04-01,-1.18510433095247,-1.16497360732176,-1.02055773021888,-1.01905207430651
"92",2003-04-02,-1.15641525190169,-1.13433140440501,-0.994060046705852,-0.99028745538185
"93",2003-04-03,-1.13670235168133,-1.11238382009088,-0.985320699920009,-0.980075977031034
"94",2003-04-04,-1.12920256152849,-1.10234231439347,-0.981975609822455,-0.976566951468888
"95",2003-04-05,-1.12859295232816,-1.09633173512275,-0.97456274137752,-0.969056186558854
"96",2003-04-06,-1.15958610084068,-1.128817302876,-1.00014975798749,-0.99198788257245
"97",2003-04-07,-1.16678686859444,-1.13576833893335,-1.02310440921689,-1.01457723462876
"98",2003-04-08,-1.19195045703955,-1.15938510366619,-1.04261034960703,-1.03459662961686
"99",2003-04-09,-1.22620311490772,-1.19556018248034,-1.07001072919681,-1.05924539454121
"100",2003-04-10,-1.22713212188238,-1.19556887431755,-1.07020933561841,-1.05945757647306
"101",2003-04-11,-1.23575255767448,-1.20492581091594,-1.07045045311353,-1.05996930936754
"102",2003-04-12,-1.22492992929693,-1.19979658393879,-1.0809028633151,-1.07188002621466
"103",2003-04-13,-1.14854319813601,-1.11967036106472,-1.04637988620425,-1.03683137489357
"104",2003-04-14,-1.10351196675572,-1.0724469141302,-0.989215112795694,-0.980887260888135
"105",2003-04-15,-1.09695164660808,-1.06701138680961,-0.963855264734837,-0.954695570767431
"106",2003-04-16,-1.09493173102833,-1.06581643302933,-0.963834009198077,-0.954438812799468
"107",2003-04-17,-1.08942652490762,-1.05973458069345,-0.956124891709554,-0.94618511395436
"108",2003-04-18,-1.07842437295347,-1.04973583883513,-0.93815267114373,-0.930492566204134
"109",2003-04-19,-1.0764782492733,-1.04885205282714,-0.936544556940756,-0.929046519592904
"110",2003-04-20,-1.0764782492733,-1.04885205282714,-0.936544556940756,-0.929046519592904
"111",2003-04-21,-1.06756594999777,-1.03978194685684,-0.929004819510787,-0.921924457717703
"112",2003-04-22,-1.05368811670298,-1.02503641885883,-0.902661902874796,-0.892425820065194
"113",2003-04-23,-1.05395299658135,-1.02501555844951,-0.909313557409525,-0.897531856414177
"114",2003-04-24,-1.04816694069355,-1.01988737449283,-0.908309897533154,-0.898637936456716
"115",2003-04-25,-1.01284870576791,-0.985204857965193,-0.904753580539051,-0.895155062169085
"116",2003-04-26,-0.985877215782907,-0.958806357650154,-0.904753580539051,-0.895155062169085
"117",2003-04-27,-0.985977991287568,-0.958810529732017,-0.905769196654849,-0.897231116757258
"118",2003-04-28,-0.956298779136362,-0.923605807624519,-0.890372217214564,-0.882569761308916
"119",2003-04-29,-0.949678434234576,-0.916462160454489,-0.8892988126082,-0.882383136304426
"120",2003-04-30,-0.944390198326086,-0.910714422341143,-0.894859128177424,-0.890110243576352
"121",2003-05-01,-0.944186444573494,-0.910712336300212,-0.894985332926935,-0.891527167177327
"122",2003-05-02,-0.942971080973574,-0.90894198289632,-0.887819560096831,-0.883501697637075
"123",2003-05-03,-0.949824365976298,-0.915850602788062,-0.857132543135583,-0.850332371998147
"124",2003-05-04,-0.936111187741038,-0.900580435495765,-0.811921352212242,-0.805825280162829
"125",2003-05-05,-0.932167175913838,-0.898283704430149,-0.811320219063258,-0.804624698923748
"126",2003-05-06,-0.932092282642615,-0.898283704430149,-0.811318226356686,-0.804453526945107
"127",2003-05-07,-0.930156621992992,-0.898190875608695,-0.806099992082188,-0.79749550488277
"128",2003-05-08,-0.916447298558457,-0.885836298191701,-0.791388503702402,-0.778207156886782
"129",2003-05-09,-0.89274247684474,-0.862955905907689,-0.7762372914059,-0.75955119425633
"130",2003-05-10,-0.892545331321962,-0.862955905907689,-0.7762372914059,-0.75955119425633
"131",2003-05-11,-0.892545331321962,-0.862955905907689,-0.7762372914059,-0.75955119425633
"132",2003-05-12,-0.892545331321962,-0.862955905907689,-0.7762372914059,-0.75955119425633
"133",2003-05-13,-0.892545331321962,-0.862955905907689,-0.7762372914059,-0.75955119425633
"134",2003-05-14,-0.892545331321962,-0.862955905907689,-0.77603469957116,-0.758495039374227
"135",2003-05-15,-0.892327259738106,-0.862934697824885,-0.775308025908188,-0.757371128917246
"136",2003-05-16,-0.892327259738106,-0.862934697824885,-0.775308025908188,-0.757371128917246
"137",2003-05-17,-0.892366358431171,-0.862934697824885,-0.775312011321331,-0.757741407190487
"138",2003-05-18,-0.892366358431171,-0.862934697824885,-0.775312011321331,-0.757741407190487
"139",2003-05-19,-0.892366358431171,-0.862934697824885,-0.775312011321331,-0.757741407190487
"140",2003-05-20,-0.892366358431171,-0.862934697824885,-0.775312011321331,-0.757741407190487
"141",2003-05-21,-0.892375169404256,-0.862934697824885,-0.775312011321331,-0.757741407190487
"142",2003-05-22,-0.892375169404256,-0.862934697824885,-0.775312011321331,-0.757741407190487
"143",2003-05-23,-0.892436295530033,-0.862934697824885,-0.77531533249895,-0.75803442033448
"144",2003-05-24,-0.892506232628896,-0.862934697824885,-0.778631860468982,-0.762490240903486
"145",2003-05-25,-0.892624630079726,-0.862934697824885,-0.779347906363573,-0.763390676832797
"146",2003-05-26,-0.892624630079726,-0.862934697824885,-0.779347906363573,-0.763390676832797
"147",2003-05-27,-0.892624630079726,-0.862934697824885,-0.779347906363573,-0.763390676832797
"148",2003-05-28,-0.892624630079726,-0.862934697824885,-0.779347906363573,-0.763390676832797
"149",2003-05-29,-0.892624630079726,-0.862934697824885,-0.779347906363573,-0.763390676832797
"150",2003-05-30,-0.892624630079726,-0.862934697824885,-0.779347906363573,-0.763390676832797
"151",2003-05-31,-0.892624630079726,-0.862934697824885,-0.779347906363573,-0.763390676832797
"152",2003-06-01,-0.892624630079726,-0.862934697824885,-0.779347906363573,-0.763390676832797
"153",2003-06-02,-0.902132220724324,-0.869209508946932,-0.786834504951644,-0.772608406752057
"154",2003-06-03,-0.918982105377863,-0.884336087088442,-0.801607102999614,-0.789238239954774
"155",2003-06-04,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"156",2003-06-05,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"157",2003-06-06,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"158",2003-06-07,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"159",2003-06-08,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"160",2003-06-09,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"161",2003-06-10,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"162",2003-06-11,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"163",2003-06-12,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"164",2003-06-13,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"165",2003-06-14,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"166",2003-06-15,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"167",2003-06-16,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"168",2003-06-17,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"169",2003-06-18,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"170",2003-06-19,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"171",2003-06-20,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"172",2003-06-21,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"173",2003-06-22,-0.920119822277472,-0.884372592804743,-0.801607102999614,-0.789264391229289
"174",2003-06-23,-0.920054841350969,-0.884372592804743,-0.801607102999614,-0.789264391229289
"175",2003-06-24,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"176",2003-06-25,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"177",2003-06-26,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"178",2003-06-27,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"179",2003-06-28,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"180",2003-06-29,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"181",2003-06-30,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"182",2003-07-01,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"183",2003-07-02,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"184",2003-07-03,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"185",2003-07-04,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"186",2003-07-05,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"187",2003-07-06,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"188",2003-07-07,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"189",2003-07-08,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"190",2003-07-09,-0.919849986226742,-0.884372592804743,-0.801607102999614,-0.789264391229289
"191",2003-07-10,-0.919849986226742,-0.884372592804743,-0.801655592192846,-0.789543734388877
"192",2003-07-11,-0.919849986226742,-0.884372592804743,-0.801667548432274,-0.789650716875528
"193",2003-07-12,-0.919849986226742,-0.884372592804743,-0.808537072218791,-0.795040851161284
"194",2003-07-13,-0.919849986226742,-0.884372592804743,-0.811221247970222,-0.800057141090909
"195",2003-07-14,-0.919874216402726,-0.884372592804743,-0.814028307293546,-0.805976838685585
"196",2003-07-15,-0.919874216402726,-0.884372592804743,-0.814028307293546,-0.805976838685585
"197",2003-07-16,-0.919874216402726,-0.884372592804743,-0.814028307293546,-0.805976838685585
"198",2003-07-17,-0.919874216402726,-0.884372592804743,-0.814028307293546,-0.805976838685585
"199",2003-07-18,-0.919874216402726,-0.884372592804743,-0.814028307293546,-0.805976838685585
"200",2003-07-19,-0.919861550628916,-0.884372592804743,-0.810572954099052,-0.801094276864273
"201",2003-07-20,-0.91881910237579,-0.884136174832504,-0.810547048913626,-0.801013445652136
"202",2003-07-21,-0.91881910237579,-0.884136174832504,-0.810547048913626,-0.801013445652136
"203",2003-07-22,-0.918816348946701,-0.884136174832504,-0.810547048913626,-0.800811367621796
"204",2003-07-23,-0.918671518576615,-0.884136174832504,-0.810303274476413,-0.799137686052859
"205",2003-07-24,-0.918667113090072,-0.884136174832504,-0.809808419011227,-0.797040234967356
"206",2003-07-25,-0.918658302116987,-0.884136174832504,-0.809730039219426,-0.796733551838957
"207",2003-07-26,-0.918658302116987,-0.884136174832504,-0.809686199674859,-0.796492246896844
"208",2003-07-27,-0.918654447316263,-0.884136174832504,-0.80963306083296,-0.796262234550546
"209",2003-07-28,-0.918619754109741,-0.884136174832504,-0.80963306083296,-0.796262234550546
"210",2003-07-29,-0.918598828048664,-0.884135827159015,-0.809532761268875,-0.795736831671661
"211",2003-07-30,-0.918566337585413,-0.884135827159015,-0.805015959707446,-0.787345838635351
"212",2003-07-31,-0.915245151418164,-0.882576511562695,-0.795221806909905,-0.772812267823841
"213",2003-08-01,-0.904562947924164,-0.872853474780828,-0.785251631698573,-0.763255165683039
"214",2003-08-02,-0.889478011316725,-0.856109867243893,-0.775402347352561,-0.747980443977898
"215",2003-08-03,-0.879403214279777,-0.843872455792553,-0.772171505765091,-0.742625970521027
"216",2003-08-04,-0.879403214279777,-0.843872455792553,-0.772171505765091,-0.742625970521027
"217",2003-08-05,-0.879403214279777,-0.843872455792553,-0.772171505765091,-0.742625970521027
"218",2003-08-06,-0.879782086122435,-0.843872455792553,-0.772171505765091,-0.742625970521027
"219",2003-08-07,-0.879869645167468,-0.843872455792553,-0.772171505765091,-0.742625970521027
"220",2003-08-08,-0.879869645167468,-0.843872455792553,-0.772171505765091,-0.742625970521027
"221",2003-08-09,-0.880250719753396,-0.843872455792553,-0.772171505765091,-0.742625970521027
"222",2003-08-10,-0.883496461963605,-0.845320515872525,-0.772232615433274,-0.742894615431951
"223",2003-08-11,-0.88375253086889,-0.845320515872525,-0.772336900410502,-0.743374847927583
"224",2003-08-12,-0.88375253086889,-0.845320515872525,-0.772336900410502,-0.743374847927583
"225",2003-08-13,-0.88375253086889,-0.845320515872525,-0.772336900410502,-0.743374847927583
"226",2003-08-14,-0.88375253086889,-0.845320515872525,-0.772336900410502,-0.743374847927583
"227",2003-08-15,-0.88375253086889,-0.845320515872525,-0.772336900410502,-0.743374847927583
"228",2003-08-16,-0.88375253086889,-0.845320515872525,-0.772336900410502,-0.743374847927583
"229",2003-08-17,-0.88375253086889,-0.845320515872525,-0.772336900410502,-0.743374847927583
"230",2003-08-18,-0.88375253086889,-0.845320515872525,-0.772336900410502,-0.743374847927583
"231",2003-08-19,-0.88375253086889,-0.845320515872525,-0.772336900410502,-0.743374847927583
"232",2003-08-20,-0.88375253086889,-0.845320515872525,-0.772336900410502,-0.743374847927583
"233",2003-08-21,-0.882371961523624,-0.845320515872525,-0.772336900410502,-0.743374847927583
"234",2003-08-22,-0.877425701507999,-0.840307411840567,-0.772334907703931,-0.743258950233712
"235",2003-08-23,-0.876080376055074,-0.839484121019589,-0.772334907703931,-0.743258950233712
"236",2003-08-24,-0.876080376055074,-0.839484121019589,-0.772334907703931,-0.743258950233712
"237",2003-08-25,-0.876080376055074,-0.839484121019589,-0.772378083012974,-0.743433093948093
"238",2003-08-26,-0.873406796409577,-0.837109163419041,-0.770817793767709,-0.741496116592566
"239",2003-08-27,-0.876121126805592,-0.83926960647713,-0.771279437456708,-0.742871435893176
"240",2003-08-28,-0.876121126805592,-0.83926960647713,-0.771279437456708,-0.742871435893176
"241",2003-08-29,-0.876121126805592,-0.83926960647713,-0.771279437456708,-0.742871435893176
"242",2003-08-30,-0.876121126805592,-0.83926960647713,-0.771279437456708,-0.742871435893176
"243",2003-08-31,-0.876121126805592,-0.83926960647713,-0.771279437456708,-0.742871435893176
"244",2003-09-01,-0.871481598790491,-0.83749855772626,-0.771279437456708,-0.742871435893176
"245",2003-09-02,-0.871481598790491,-0.83749855772626,-0.771279437456708,-0.742871435893176
"246",2003-09-03,-0.870811964836026,-0.83749855772626,-0.758231859063889,-0.725541461750046
"247",2003-09-04,-0.870720550990269,-0.83749855772626,-0.748429071204539,-0.712307133804195
"248",2003-09-05,-0.870667685151758,-0.83749855772626,-0.748429071204539,-0.712307133804195
"249",2003-09-06,-0.870667685151758,-0.83749855772626,-0.748429071204539,-0.712307133804195
"250",2003-09-07,-0.870667685151758,-0.83749855772626,-0.748429071204539,-0.712307133804195
"251",2003-09-08,-0.870667685151758,-0.83749855772626,-0.748429071204539,-0.712307133804195
"252",2003-09-09,-0.870667685151758,-0.83749855772626,-0.748429071204539,-0.712307133804195
"253",2003-09-10,-0.870729912649172,-0.837501686787657,-0.748429071204539,-0.712307133804195
"254",2003-09-11,-0.870729912649172,-0.837501686787657,-0.748429071204539,-0.712307133804195
"255",2003-09-12,-0.870729912649172,-0.837501686787657,-0.748429071204539,-0.712307133804195
"256",2003-09-13,-0.870729912649172,-0.837501686787657,-0.748429071204539,-0.712307133804195
"257",2003-09-14,-0.870729912649172,-0.837501686787657,-0.748429071204539,-0.712307133804195
"258",2003-09-15,-0.870729912649172,-0.837501686787657,-0.748429071204539,-0.712307133804195
"259",2003-09-16,-0.870729912649172,-0.837501686787657,-0.748429071204539,-0.712307133804195
"260",2003-09-17,-0.870729912649172,-0.837501686787657,-0.748429071204539,-0.712307133804195
"261",2003-09-18,-0.870981576067914,-0.837504815849055,-0.748460290274154,-0.712595392171004
"262",2003-09-19,-0.871494815250118,-0.837508292583941,-0.748460290274154,-0.712595392171004
"263",2003-09-20,-0.871494815250118,-0.837508292583941,-0.748460290274154,-0.712595392171004
"264",2003-09-21,-0.871494815250118,-0.837508292583941,-0.748460290274154,-0.712595392171004
"265",2003-09-22,-0.871494815250118,-0.837508292583941,-0.754592512629319,-0.720975686958649
"266",2003-09-23,-0.872202997211829,-0.837560443607229,-0.759325854971488,-0.727964615072686
"267",2003-09-24,-0.872202997211829,-0.837560443607229,-0.759325854971488,-0.727964615072686
"268",2003-09-25,-0.872202997211829,-0.837560443607229,-0.759325854971488,-0.727964615072686
"269",2003-09-26,-0.872202997211829,-0.837560443607229,-0.759325854971488,-0.727964615072686
"270",2003-09-27,-0.872202997211829,-0.837560443607229,-0.759325854971488,-0.727964615072686
"271",2003-09-28,-0.872202997211829,-0.837560443607229,-0.759325854971488,-0.727964615072686
"272",2003-09-29,-0.872202997211829,-0.837560443607229,-0.759325854971488,-0.727964615072686
"273",2003-09-30,-0.872202997211829,-0.837560443607229,-0.759325854971488,-0.727964615072686
"274",2003-10-01,-0.872202997211829,-0.837560443607229,-0.759325854971488,-0.727964615072686
"275",2003-10-02,-0.872202997211829,-0.837560443607229,-0.759325854971488,-0.727964615072686
"276",2003-10-03,-0.872202997211829,-0.837560443607229,-0.759325854971488,-0.727964615072686
"277",2003-10-04,-0.872202997211829,-0.837560443607229,-0.759325854971488,-0.727964615072686
"278",2003-10-05,-0.872202997211829,-0.837560443607229,-0.759325854971488,-0.727964615072686
"279",2003-10-06,-0.872455762002208,-0.837577827281658,-0.759325854971488,-0.727964615072686
"280",2003-10-07,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"281",2003-10-08,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"282",2003-10-09,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"283",2003-10-10,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"284",2003-10-11,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"285",2003-10-12,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"286",2003-10-13,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"287",2003-10-14,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"288",2003-10-15,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"289",2003-10-16,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"290",2003-10-17,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"291",2003-10-18,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"292",2003-10-19,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"293",2003-10-20,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"294",2003-10-21,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"295",2003-10-22,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"296",2003-10-23,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"297",2003-10-24,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"298",2003-10-25,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"299",2003-10-26,-0.872512482641442,-0.837577827281658,-0.759539738810131,-0.728403837615101
"300",2003-10-27,-0.877771532201587,-0.837640756183093,-0.759539738810131,-0.728403837615101
"301",2003-10-28,-0.918103210812631,-0.87843745868105,-0.762170111484141,-0.732055506492782
"302",2003-10-29,-0.918369192062636,-0.87843745868105,-0.762170111484141,-0.732055506492782
"303",2003-10-30,-0.918369192062636,-0.87843745868105,-0.762170111484141,-0.731954467477612
