"","Dates","LE_LL","LE_HL","HE_LL","HE_HL"
"3383",2010-04-06,-125.530764451628,-134.502406167051,-361.605421515115,-340.153966261436
"3384",2010-04-07,-124.469342050492,-132.090192523235,-361.338024423796,-338.417409150255
"3385",2010-04-08,-125.45950162496,-133.109770453568,-372.528768076908,-351.62542920038
"3386",2010-04-09,-125.45950162496,-133.13392504294,-372.613692812923,-351.856005641483
"3387",2010-04-10,-128.024129284534,-136.42174604472,-385.739057899421,-364.385245407565
"3388",2010-04-11,-135.112427156874,-143.568707651636,-400.408795037143,-379.804209484425
"3389",2010-04-12,-113.338756944108,-121.450731551966,-382.191989824832,-363.411143486096
"3390",2010-04-13,-100.697533539853,-109.072140145915,-366.88284581225,-349.362271305645
"3391",2010-04-14,-105.155778220704,-113.099091582477,-366.22389276799,-347.871043235469
"3392",2010-04-15,-114.946222136768,-125.119125212579,-373.70042334122,-359.330744876177
"3393",2010-04-16,-116.960051924002,-127.377960707113,-390.310623296287,-384.317795836914
"3394",2010-04-17,-128.786381711235,-142.284139196815,-424.152905929404,-422.820302102581
"3395",2010-04-18,-128.786381711235,-142.284139196815,-424.152905929404,-422.820302102581
"3396",2010-04-19,-128.786381711235,-142.284139196815,-424.152905929404,-422.820302102581
"3397",2010-04-20,-122.66936043464,-135.675952062312,-410.711656771911,-408.585548552038
"3398",2010-04-21,-93.0212221367673,-102.631711024936,-387.730978272697,-384.74135473416
"3399",2010-04-22,-86.6073923495329,-95.2521025835426,-378.910039157891,-377.037511793475
"3400",2010-04-23,-89.9670866648395,-97.0908001458384,-376.404657193143,-375.112088909726
"3401",2010-04-24,-92.9444802818609,-100.252763024048,-378.692457687414,-379.26914822468
"3402",2010-04-25,-92.9444802818609,-100.252763024048,-378.692457687414,-379.526875877145
"3403",2010-04-26,-93.4458100690949,-100.677883796995,-378.692457687414,-379.792540037546
"3404",2010-04-27,-93.8644270903715,-101.034863202029,-375.405555867598,-374.858956077646
"3405",2010-04-28,-90.3729377286693,-95.7506018239464,-357.838042949152,-353.025205033368
"3406",2010-04-29,-84.1173526222864,-87.8802738300486,-345.44060417135,-338.717352067621
"3407",2010-04-30,-80.9263951754778,-83.2438639648058,-343.276146746052,-334.924536695858
"3408",2010-05-01,-76.9398117419772,-78.9654975788717,-338.659149283044,-330.646170309921
"3409",2010-05-02,-76.9398117419772,-78.9654975788717,-338.659149283043,-330.646170309921
"3410",2010-05-03,-76.9398117419772,-78.9654975788717,-338.659149283044,-330.646170309921
"3411",2010-05-04,-76.9398117419771,-78.9654975788716,-338.659149283043,-330.646170309921
"3412",2010-05-05,-76.9398117419772,-78.9654975788716,-338.659149283043,-330.646170309921
"3413",2010-05-06,-76.9398117419772,-78.9654975788716,-338.659149283043,-330.64617030992
"3414",2010-05-07,-76.9398117419771,-78.9654975788716,-338.659149283043,-330.64617030992
"3415",2010-05-08,-76.939811741977,-78.9654975788716,-338.659149283043,-330.64617030992
"3416",2010-05-09,-74.2795307486372,-73.3606856753243,-339.907027884743,-325.041358406372
"3417",2010-05-10,-71.9813924507649,-70.657151477511,-334.575641679396,-315.662076869196
"3418",2010-05-11,-67.1872435145947,-64.9950614698832,-311.552051474947,-289.464499592671
"3419",2010-05-12,-67.1872435145947,-64.9950614698832,-311.552051474947,-289.453221397182
"3420",2010-05-13,-67.1872435145947,-64.9950614698831,-311.552051474947,-289.453221397182
"3421",2010-05-14,-67.1872435145946,-64.9950614698831,-311.458139994381,-288.422310787324
"3422",2010-05-15,-67.1872435145947,-64.995061469883,-311.449153249829,-288.091483719655
"3423",2010-05-16,-67.1872435145947,-64.995061469883,-311.449153249829,-288.091483719655
"3424",2010-05-17,-61.1892970061687,-62.5924555690316,-309.078510958401,-284.93658040861
"3425",2010-05-18,-56.1959459423389,-57.3005664258837,-299.763076224633,-273.849696532252
"3426",2010-05-19,-56.2047225380837,-57.3676907584543,-299.763750230475,-274.469579573188
"3427",2010-05-20,-56.2047225380836,-57.3676907584542,-302.15602163016,-276.606588762829
"3428",2010-05-21,-63.1579140274453,-66.9878280582254,-302.278690693292,-277.322963031835
"3429",2010-05-22,-71.2698821125521,-77.2532742824818,-328.008414350898,-296.838000625821
"3430",2010-05-23,-70.8605736019138,-76.5423665784391,-333.49751792313,-301.068577066924
"3431",2010-05-24,-70.7329140274456,-76.405575324943,-333.489879190261,-300.84510171187
"3432",2010-05-25,-69.2127969604218,-72.8988649201396,-331.922738529133,-296.875149870139
"3433",2010-05-26,-68.3933820668048,-72.1927881339713,-319.162235271438,-281.177990304558
"3434",2010-05-27,-67.8295522795707,-71.6306218486928,-305.576524195276,-265.437806511743
"3435",2010-05-28,-63.8135948327621,-67.0010769720085,-288.887690225381,-246.457856637056
"3436",2010-05-29,-63.8135948327621,-67.0010769720083,-288.756259086311,-246.418591808318
"3437",2010-05-30,-63.8135948327621,-67.0010769720083,-288.756259086311,-246.472058809153
"3438",2010-05-31,-63.813594832762,-67.0010769720083,-288.756259086311,-246.472058809153
"3439",2010-06-01,-63.813594832762,-67.0010769720082,-288.756259086311,-246.472058809153
"3440",2010-06-02,-64.6778084313878,-67.9422714570785,-290.301957395245,-247.413253294223
"3441",2010-06-03,-64.6778084313877,-67.9422714570785,-290.297913360196,-246.934138841424
"3442",2010-06-04,-64.6778084313878,-67.9422714570785,-290.243543555658,-246.175993478015
"3443",2010-06-05,-64.6778084313876,-67.9422714570785,-290.235455485562,-246.014757053621
"3444",2010-06-06,-64.6778084313876,-67.9422714570784,-290.235455485561,-246.014757053621
"3445",2010-06-07,-64.6778084313876,-67.9422714570783,-290.235455485561,-246.014757053621
"3446",2010-06-08,-64.6778084313876,-67.9422714570783,-290.235455485561,-246.014757053621
"3447",2010-06-09,-64.6778084313875,-67.9422714570783,-290.235455485561,-246.014757053621
"3448",2010-06-10,-63.5858626035401,-66.9492997720594,-287.742909740927,-245.021785368602
"3449",2010-06-11,-63.58586260354,-66.9492997720594,-287.742909740927,-245.021785368602
"3450",2010-06-12,-63.5760221780081,-66.9330272065878,-287.742909740927,-245.021785368602
"3451",2010-06-13,-63.5760221780081,-66.9330272065878,-287.742909740927,-245.021785368602
"3452",2010-06-14,-63.5760221780081,-66.9330272065878,-287.744033083996,-245.0568730879
"3453",2010-06-15,-63.576022178008,-66.9330272065878,-287.744033083996,-245.0568730879
"3454",2010-06-16,-63.5760221780079,-66.9330272065877,-287.744033083996,-245.0568730879
"3455",2010-06-17,-63.576022178008,-66.9330272065877,-287.744033083996,-245.0568730879
"3456",2010-06-18,-68.9541461205574,-75.8826124480211,-292.962898230098,-254.006458329334
"3457",2010-06-19,-68.9541461205573,-75.8826124480211,-292.962898230098,-254.006458329333
"3458",2010-06-20,-68.9541461205573,-75.8826124480211,-292.962898230098,-254.006458329333
"3459",2010-06-21,-68.9541461205573,-75.882612448021,-292.962898230098,-254.006458329333
"3460",2010-06-22,-68.9541461205572,-75.882612448021,-292.962898230098,-254.006458329334
"3461",2010-06-23,-68.9541461205571,-75.8826124480209,-292.962898230098,-254.006458329334
"3462",2010-06-24,-68.9541461205572,-75.8826124480209,-292.962898230098,-254.006458329334
"3463",2010-06-25,-68.9541461205572,-75.882612448021,-291.972334311877,-252.912891077872
"3464",2010-06-26,-72.5366948551612,-81.4039828051502,-294.994160771308,-258.377452746614
"3465",2010-06-27,-72.5366948551611,-81.4039828051501,-294.994160771308,-258.377452746613
"3466",2010-06-28,-72.5680778338844,-81.5992535908098,-294.994160771309,-258.384971543606
"3467",2010-06-29,-72.5680778338844,-81.5992535908099,-294.994160771309,-258.384971543606
"3468",2010-06-30,-72.5680778338843,-81.6211198506624,-294.994160771309,-258.384971543606
"3469",2010-07-01,-72.5680778338843,-81.6211198506625,-294.994160771309,-258.384971543606
"3470",2010-07-02,-72.5680778338843,-81.6211198506625,-294.994160771309,-258.384971543606
"3471",2010-07-03,-72.5680778338843,-81.6211198506625,-294.994160771309,-258.384971543606
"3472",2010-07-04,-74.7460033265096,-87.7585991660822,-297.25683545531,-264.522450859026
"3473",2010-07-05,-74.7460033265097,-87.7585991660822,-297.25683545531,-264.522450859026
"3474",2010-07-06,-74.7460033265096,-87.7585991660822,-297.25683545531,-264.473996389519
"3475",2010-07-07,-74.7460033265095,-87.7585991660821,-297.25683545531,-264.469819280078
"3476",2010-07-08,-74.7460033265094,-87.7585991660821,-297.25683545531,-264.469819280078
"3477",2010-07-09,-74.7571735392754,-87.7690237783373,-297.25683545531,-264.469819280078
"3478",2010-07-10,-74.7571735392754,-87.7690237783373,-297.256835455309,-264.469819280078
"3479",2010-07-11,-74.7571735392754,-87.7674982253244,-297.256835455309,-264.469819280078
"3480",2010-07-12,-78.6292761435024,-95.8786939621435,-300.511097142671,-272.581015016897
"3481",2010-07-13,-78.6292761435024,-95.8786939621435,-300.511097142671,-272.581015016897
"3482",2010-07-14,-78.6292761435025,-95.8786939621435,-300.511097142671,-272.581015016897
"3483",2010-07-15,-78.6292761435023,-95.8786939621434,-300.511097142671,-272.581015016896
"3484",2010-07-16,-78.5917761435023,-95.649098233692,-300.511097142671,-272.576002485568
"3485",2010-07-17,-78.5917761435024,-95.649098233692,-300.511097142671,-272.60733080637
"3486",2010-07-18,-78.5917761435023,-95.649098233692,-300.511097142671,-272.60733080637
"3487",2010-07-19,-78.6260846541405,-95.9259861055456,-300.511097142671,-272.60733080637
"3488",2010-07-20,-85.9487612783198,-113.244315569251,-306.342798252419,-289.925660270075
"3489",2010-07-21,-87.8726974485326,-116.53442490055,-306.342798252419,-289.925660270075
"3490",2010-07-22,-87.8726974485325,-116.53722174774,-306.342798252419,-289.925660270075
"3491",2010-07-23,-88.6062080868304,-119.439840613746,-306.342798252419,-289.98539293507
"3492",2010-07-24,-88.6240272357666,-119.616550504414,-306.342798252419,-290.253981072079
"3493",2010-07-25,-88.6240272357665,-119.616550504414,-306.342798252419,-290.233513235822
"3494",2010-07-26,-88.6240272357666,-119.616550504414,-306.342798252418,-290.211374555788
"3495",2010-07-27,-88.6240272357665,-119.616550504414,-306.342798252418,-290.189235875755
"3496",2010-07-28,-85.5469894247346,-119.314807125936,-302.707242107108,-289.918403107133
"3497",2010-07-29,-85.5469894247346,-119.314807125936,-302.707242107108,-289.918403107133
"3498",2010-07-30,-85.5469894247347,-119.314807125936,-302.707242107108,-289.918403107133
"3499",2010-07-31,-85.5469894247347,-119.314807125936,-302.707242107108,-289.918403107132
"3500",2010-08-01,-85.5469894247348,-119.314807125936,-302.707242107108,-289.918403107132
"3501",2010-08-02,-85.5469894247348,-119.314807125936,-302.707242107107,-289.918403107132
"3502",2010-08-03,-85.5469894247347,-119.314807125936,-302.707242107107,-289.918403107132
"3503",2010-08-04,-85.5469894247347,-119.314807125936,-302.707242107107,-289.918403107132
"3504",2010-08-05,-88.1245243328579,-124.106309552641,-306.530888121236,-294.709905533835
"3505",2010-08-06,-88.1245243328578,-124.106309552641,-306.530888121236,-294.709905533835
"3506",2010-08-07,-88.1245243328579,-124.106309552641,-306.530888121236,-294.532796093568
"3507",2010-08-08,-88.1245243328578,-124.106309552641,-306.530888121236,-294.465544631579
"3508",2010-08-09,-88.1245243328579,-124.106309552641,-306.530888121236,-294.41374847452
"3509",2010-08-10,-88.1245243328579,-124.106309552641,-306.530888121236,-294.41374847452
"3510",2010-08-11,-88.1245243328579,-124.106309552641,-306.530888121235,-294.41374847452
"3511",2010-08-12,-88.1245243328579,-124.106309552641,-306.530888121235,-294.41374847452
"3512",2010-08-13,-86.2135208202263,-123.756507768078,-304.974727224639,-294.063946689956
"3513",2010-08-14,-86.2135208202262,-123.756507768078,-304.974727224639,-294.063946689956
"3514",2010-08-15,-86.2135208202262,-123.756507768078,-304.974727224639,-294.063946689956
"3515",2010-08-16,-86.2135208202261,-123.756507768078,-304.974727224639,-294.063946689956
"3516",2010-08-17,-86.2135208202261,-123.756507768078,-304.974727224639,-294.063946689956
"3517",2010-08-18,-86.2135208202261,-123.756507768078,-304.974727224639,-294.063946689956
"3518",2010-08-19,-86.213520820226,-123.756507768078,-304.974727224639,-294.063946689956
"3519",2010-08-20,-86.213520820226,-123.756507768078,-304.974727224639,-294.063946689956
"3520",2010-08-21,-86.2260652587771,-123.627348538857,-306.423303747129,-293.972381445696
"3521",2010-08-22,-86.2260652587771,-123.627348538857,-306.423303747129,-293.9686220472
"3522",2010-08-23,-86.2260652587771,-123.627348538857,-306.423303747129,-293.9686220472
"3523",2010-08-24,-86.2260652587771,-123.627348538857,-306.423303747129,-293.9686220472
"3524",2010-08-25,-86.2260652587771,-123.627348538857,-306.423303747129,-293.968622047199
"3525",2010-08-26,-86.2260652587771,-123.627348538857,-306.423303747129,-293.968622047199
"3526",2010-08-27,-86.2260652587771,-123.627348538857,-306.423303747129,-293.968622047199
"3527",2010-08-28,-86.2260652587771,-123.627348538857,-306.423303747129,-293.855840092312
"3528",2010-08-29,-87.5756297569499,-124.514221198003,-308.410167136793,-294.74104190768
"3529",2010-08-30,-87.5756297569498,-124.514221198003,-308.410167136794,-294.74104190768
"3530",2010-08-31,-87.5756297569497,-124.514221198003,-308.410167136794,-294.74104190768
"3531",2010-09-01,-87.5756297569498,-124.514221198003,-308.410167136793,-294.74104190768
"3532",2010-09-02,-87.5756297569497,-124.514221198003,-308.410167136793,-294.74104190768
"3533",2010-09-03,-87.5756297569498,-124.514221198003,-308.410167136793,-294.74104190768
"3534",2010-09-04,-87.5756297569498,-124.514221198003,-308.410167136794,-294.74104190768
"3535",2010-09-05,-87.5756297569498,-124.514221198003,-308.410167136793,-294.74104190768
"3536",2010-09-06,-89.1170904122483,-129.20965031426,-309.514564334557,-299.436471023936
"3537",2010-09-07,-89.1170904122483,-129.20965031426,-309.514564334557,-299.436471023936
"3538",2010-09-08,-89.1170904122482,-129.20965031426,-309.514564334557,-299.390105109149
"3539",2010-09-09,-89.1170904122482,-129.20965031426,-309.513890328716,-299.364624741563
"3540",2010-09-10,-89.1170904122481,-129.20965031426,-309.513890328716,-299.364624741563
"3541",2010-09-11,-89.1170904122481,-129.20965031426,-309.513890328716,-299.364624741563
"3542",2010-09-12,-89.1170904122482,-129.20965031426,-309.513890328716,-299.364624741563
"3543",2010-09-13,-89.1170904122482,-129.20965031426,-309.513890328716,-299.364624741563
"3544",2010-09-14,-90.1443586231652,-131.143830427808,-311.32600386469,-301.762464002981
"3545",2010-09-15,-90.1443586231652,-131.143830427808,-311.3408319932,-301.762464002981
"3546",2010-09-16,-90.1443586231652,-131.143830427808,-311.3408319932,-301.762464002981
"3547",2010-09-17,-90.1443586231651,-131.143830427808,-311.340831993201,-301.762464002981
"3548",2010-09-18,-90.1443586231651,-131.143830427808,-311.340831993201,-301.762464002981
"3549",2010-09-19,-90.1443586231651,-131.143830427808,-311.340831993201,-301.762464002981
"3550",2010-09-20,-90.1443586231651,-131.143830427808,-311.340831993201,-301.762464002981
"3551",2010-09-21,-90.1443586231651,-131.143830427808,-311.3408319932,-301.762464002981
"3552",2010-09-22,-87.6541974736136,-126.113226332249,-309.582313139487,-296.731859907422
"3553",2010-09-23,-87.6541974736136,-126.113226332249,-309.582313139487,-296.731859907422
"3554",2010-09-24,-87.6541974736136,-126.113226332249,-309.582313139487,-296.731859907422
"3555",2010-09-25,-87.6541974736136,-126.113226332249,-309.582313139487,-296.731859907422
"3556",2010-09-26,-87.6541974736136,-126.113226332249,-309.582313139487,-296.731859907422
"3557",2010-09-27,-87.6541974736135,-126.113226332249,-309.582313139487,-296.731859907422
"3558",2010-09-28,-87.6541974736135,-126.113226332249,-309.582313139487,-296.731859907422
"3559",2010-09-29,-87.6541974736135,-126.113226332249,-309.582313139487,-296.731859907422
"3560",2010-09-30,-86.7983766341728,-123.924873893016,-308.380864596955,-294.54350746819
"3561",2010-10-01,-87.6015681235345,-125.079717523833,-308.380864596955,-294.713098111465
"3562",2010-10-02,-93.7356106767262,-132.585946865303,-312.413666214569,-299.428219247639
"3563",2010-10-03,-86.228961740556,-124.908092809874,-302.803466259503,-285.3120956052
"3564",2010-10-04,-79.2151319533219,-117.22718764842,-289.55700479017,-262.140416407205
"3565",2010-10-05,-75.9018340809815,-112.201507506035,-301.605757879363,-268.084860851649
"3566",2010-10-06,-73.465131953322,-108.983607684016,-307.074641276352,-275.469990342041
"3567",2010-10-07,-66.3374723788538,-102.784014498153,-298.402657452493,-265.614100617731
"3568",2010-10-08,-65.8242602534931,-102.503736081092,-299.388221090734,-265.332986778782
"3569",2010-10-09,-65.8242602534931,-102.503736081092,-299.388221090734,-265.447021866501
"3570",2010-10-10,-66.7758559981739,-104.249731504433,-299.389344433803,-266.436161381956
"3571",2010-10-11,-66.775855998174,-104.249731504433,-299.389344433803,-266.464148015206
"3572",2010-10-12,-66.7633559981739,-104.211846937944,-299.389344433803,-266.464148015206
"3573",2010-10-13,-67.2708028066846,-104.56475820161,-299.389344433803,-266.464148015206
"3574",2010-10-14,-71.2692070620037,-108.608999238986,-299.389344433803,-266.464148015206
"3575",2010-10-15,-71.3864942960462,-109.644595475955,-299.389344433803,-266.464148015206
"3576",2010-10-16,-73.3119025304125,-109.092864992818,-301.334366922419,-266.005984783532
"3577",2010-10-17,-73.4419557219019,-109.513409106726,-301.285613833226,-265.29629388963
"3578",2010-10-18,-71.8935514665827,-107.561209767799,-297.126773123273,-260.28793967075
"3579",2010-10-19,-67.9512642325402,-103.61867226462,-297.126773123273,-260.289192803582
"3580",2010-10-20,-61.2371684878593,-97.2116038689938,-297.126773123273,-260.289192803582
"3581",2010-10-21,-60.8786578495614,-95.7653796127008,-297.126773123273,-260.204815192889
"3582",2010-10-22,-60.8786578495614,-95.7653796127009,-297.12542511159,-259.885266320708
"3583",2010-10-23,-60.6494025304124,-95.3237320154467,-286.68192926796,-242.34391293725
"3584",2010-10-24,-58.0302995009961,-90.9712841173559,-245.404189198437,-179.261215502273
"3585",2010-10-25,-41.5832250329109,-73.2420697771576,-184.125600117332,-104.100396788823
"3586",2010-10-26,-41.583225032911,-73.2420697771576,-184.125600117332,-104.100396788823
"3587",2010-10-27,-41.5832250329109,-73.2420697771575,-184.125600117332,-102.909920598347
"3588",2010-10-28,-41.5832250329109,-73.2420697771575,-184.125600117332,-102.909920598347
"3589",2010-10-29,-41.5832250329109,-73.2420697771575,-184.125600117332,-102.909920598347
"3590",2010-10-30,-30.0808314158895,-60.2425782948284,-177.659862080936,-96.2144318765422
"3591",2010-10-31,-28.6045016286555,-58.6000662175338,-174.64525862104,-92.3823516760411
"3592",2010-11-01,-29.7671650277913,-59.8109491425219,-175.879927825071,-93.5932346010295
"3593",2010-11-02,-29.7671650277913,-59.8109491425219,-183.792082397077,-104.327988151572
"3594",2010-11-03,-29.7671650277913,-59.8109491425219,-190.740408615904,-113.674688235114
"3595",2010-11-04,-29.7671650277913,-59.8109491425219,-193.781298303615,-118.757395002031
"3596",2010-11-05,-29.7671650277912,-59.8109491425219,-193.781298303615,-118.757395002031
"3597",2010-11-06,-29.7671650277912,-59.8109491425218,-193.781298303615,-118.757395002031
"3598",2010-11-07,-25.6301969426847,-54.9896931038744,-183.790285048167,-104.072349053827
"3599",2010-11-08,-7.48418630438689,-37.147333581881,-151.400934340461,-72.8355069485641
"3600",2010-11-09,-8.16973481740395,-39.2140682519357,-157.425243718771,-81.1184161128255
"3601",2010-11-10,-6.70776673229761,-37.757165124552,-151.01252747523,-70.3686249682974
"3602",2010-11-11,-6.60856460463805,-37.7030079925917,-152.756854592732,-73.8264361629507
"3603",2010-11-12,-6.60936247697846,-37.7030079925917,-155.889633743485,-79.0883409248553
"3604",2010-11-13,-8.82372417910609,-39.8003891265862,-161.037016354134,-89.9943559624495
"3605",2010-11-14,-16.1003199237871,-48.5580804563601,-190.026456929285,-120.855258218087
"3606",2010-11-15,-16.1003199237871,-48.5580804563601,-190.026456929285,-120.855258218087
"3607",2010-11-16,-16.100319923787,-48.5580804563601,-190.026456929284,-120.855258218087
"3608",2010-11-17,-17.6733655268011,-48.4684438209884,-190.789865137068,-120.765621582716
"3609",2010-11-18,-17.6733655268011,-48.4684438209884,-190.789865137068,-120.765621582716
"3610",2010-11-19,-17.6733655268011,-48.4684438209884,-190.777733031923,-119.167877221814
"3611",2010-11-20,-1.42176978212025,-30.5261605766456,-158.645178549784,-79.4047193270772
"3612",2010-11-21,17.5351451114967,-8.88847941722526,-130.217184840506,-43.0977017832177
"3613",2010-11-22,22.5782302178796,-1.77736830611414,-111.958815934642,-19.0216783914048
"3614",2010-11-23,25.0617408561776,0.607579570824557,-95.3034575882026,0.834211332906378
"3615",2010-11-24,39.0787621327733,14.9500662222358,-76.4519635419208,21.5710534381692
"3616",2010-11-25,39.2806582118971,14.1552977922606,-76.7253766699054,20.7762850081937
"3617",2010-11-26,39.2806582118971,14.1077513900232,-76.7352620889125,19.9333443231478
"3618",2010-11-27,36.7107114033865,11.1781810874552,-81.4834085728484,18.7411972888963
"3619",2010-11-28,46.3389028927482,22.2585268794715,-67.3739949579302,33.7700193440346
"3620",2010-11-29,46.3444879991312,22.2903092339083,-67.3739949579303,33.7700193440344
"3621",2010-11-30,46.3444879991312,22.2903092339083,-67.3739949579304,33.7700193440344
"3622",2010-12-01,46.3444879991312,22.2903092339082,-67.3739949579304,33.7700193440341
"3623",2010-12-02,46.3444879991312,22.2903092339083,-67.3438893636819,35.5603284501327
"3624",2010-12-03,44.7017443425796,20.9093785793699,-65.1095297404025,39.7337002183176
"3625",2010-12-04,47.0982868957711,24.3838255664027,-65.0949262805059,39.8243434931714
"3626",2010-12-05,49.4530741298137,26.417896250359,-60.0861642045681,47.6008681381169
"3627",2010-12-06,68.7089251936434,48.3838255664027,-37.1293005784169,73.1606008031123
"3628",2010-12-07,68.7089251936434,48.3919618491386,-35.9210327734293,74.3694562751257
"3629",2010-12-08,68.7089251936433,48.3919618491386,-34.6790646763725,77.9007845959274
"3630",2010-12-09,67.2615847681115,46.743856077463,-33.7199543640826,81.8063819225783
"3631",2010-12-10,41.7264783851327,20.632236448681,-54.7417472196204,66.0469834263387
"3632",2010-12-11,33.5206499793004,12.7534365126375,-68.0951592903396,53.9643587109557
"3633",2010-12-12,31.2235755112152,10.0440543616077,-79.4130653788584,41.8657789281656
"3634",2010-12-13,29.5794265750449,9.08499003412238,-89.8048874413162,30.142303573111
"3635",2010-12-14,29.579426575045,9.08499003412239,-83.6424520335423,40.0466477669288
"3636",2010-12-15,41.1379372133428,22.0921092815161,-60.0425868347106,69.0946845254919
"3637",2010-12-16,43.3390010431301,24.5065511833722,-62.2000795329805,65.3457288028519
"3638",2010-12-17,42.9132031707894,23.3941687780835,-52.4460916650857,82.0282684853919
"3639",2010-12-18,95.1515010431297,81.2835661846433,12.3402484831955,153.524509086895
"3640",2010-12-19,169.683604800928,167.611497023916,70.714273468276,228.407995481723
"3641",2010-12-20,230.105413311567,243.881519907211,99.0416156385747,264.850769082391
"3642",2010-12-21,251.087860120077,272.162221661597,103.569811549606,269.045422382308
"3643",2010-12-22,251.942913311566,274.629803660071,87.426922311234,252.389198489242
"3644",2010-12-23,262.720306928587,287.803462444714,92.543749990407,257.82988353519
"3645",2010-12-24,262.730413311566,287.946864427933,92.5437499904071,257.82988353519
"3646",2010-12-25,262.73094522646,287.971527534976,92.5437499904072,258.421362231932
"3647",2010-12-26,280.383072886034,304.091537705329,120.329640801461,283.493208514305
"3648",2010-12-27,261.036022285049,282.830023055673,93.1953801640934,258.438424459251
"3649",2010-12-28,250.037883987176,271.455245532154,89.1958295013211,257.883286614639
"3650",2010-12-29,295.463681859516,315.984358168818,158.514409595682,333.116369321406
"3651",2010-12-30,311.043203136112,331.866382069148,172.052266257106,352.732492963845
"3652",2010-12-31,311.043203136112,331.866382069148,172.052266257106,352.732492963845
"3653",2011-01-01,310.580838314616,332.622926492878,177.206332096289,361.475961218892
"3654",2011-01-02,334.471263846531,357.699204143526,201.57051991925,384.706955370939
"3655",2011-01-03,347.55211491036,372.222214568138,213.245424435089,395.407038913128
"3656",2011-01-04,342.753976612488,366.222723085809,188.435044745133,365.082895220562
"3657",2011-01-05,326.506902144403,346.912781565341,169.450546879484,345.409962889733
"3658",2011-01-06,326.506902144403,346.91278156534,169.450546879485,345.409962889733
"3659",2011-01-07,326.506902144403,346.912781565341,169.450546879485,345.409962889733
"3660",2011-01-08,326.506902144403,346.912781565341,169.450546879485,345.409962889733
"3661",2011-01-09,323.968370788348,343.312674220359,166.22859809685,341.809855544753
"3662",2011-01-10,323.968370788348,343.312674220359,166.22859809685,341.809855544753
"3663",2011-01-11,323.95241334154,343.219361227733,166.20905192745,341.962320039323
"3664",2011-01-12,324.334594192604,343.865941446396,169.488315014397,346.566330064386
"3665",2011-01-13,324.065445256433,343.617530564117,169.929339503276,347.284792888112
"3666",2011-01-14,324.114647384093,343.710589297908,174.371037997996,352.514116196383
"3667",2011-01-15,324.114647384093,343.710589297908,174.371037997996,352.514116196383
"3668",2011-01-16,324.114647384093,343.710589297909,174.371037997996,352.514116196383
"3669",2011-01-17,321.671901580305,341.190427789299,172.84766909178,349.993954687773
"3670",2011-01-18,321.671901580305,341.190427789299,172.84766909178,349.993954687774
"3671",2011-01-19,321.671901580305,341.190427789299,172.84766909178,349.993954687774
"3672",2011-01-20,321.671901580305,341.190427789299,172.84766909178,349.993954687774
"3673",2011-01-21,321.671901580305,341.190427789299,172.84766909178,349.993954687774
"3674",2011-01-22,321.671901580305,341.190427789299,172.84766909178,349.993954687774
"3675",2011-01-23,321.671901580305,341.190427789299,172.84766909178,349.993954687774
"3676",2011-01-24,321.671901580305,341.190427789299,172.84766909178,349.993954687774
"3677",2011-01-25,321.555946372465,341.504819193095,173.002947010529,350.308346091569
"3678",2011-01-26,321.555946372465,341.504819193094,173.002947010529,350.30834609157
"3679",2011-01-27,321.555946372465,341.423964883407,173.002947010529,350.30834609157
"3680",2011-01-28,314.903286797997,334.181910472016,171.530019578492,349.660058706441
"3681",2011-01-29,313.99637190438,333.52821100596,170.127188753958,349.017619274527
"3682",2011-01-30,320.617648500125,339.699835719918,190.786815804059,369.035163134177
"3683",2011-01-31,333.279882542678,350.882647822639,199.184254581861,376.58319989274
"3684",2011-02-01,332.955148500125,350.446848178601,199.184254581861,376.543099642114
"3685",2011-02-02,330.898354692232,348.395726236564,197.143746563488,374.491977700076
"3686",2011-02-03,330.898354692232,348.395726236564,197.143746563488,374.491977700076
"3687",2011-02-04,330.898354692232,348.395726236564,197.143746563488,374.491977700076
"3688",2011-02-05,330.898354692232,348.395726236564,197.143746563488,374.491977700076
"3689",2011-02-06,330.898354692232,348.395726236564,197.143746563488,374.491977700076
"3690",2011-02-07,330.615375968828,348.125449094433,197.137231173687,373.803172353376
"3691",2011-02-08,330.102610011381,347.771266536589,191.498048967442,366.856639354211
"3692",2011-02-09,329.295961075211,346.933992191306,172.299217244235,345.058811451119
"3693",2011-02-10,323.132742360174,341.662351670988,145.984458941834,317.089393879476
"3694",2011-02-11,303.852423211237,322.792277935925,97.6523987306458,266.577697973041
"3695",2011-02-12,292.20800831762,308.011449052121,78.7905699281289,252.636177505204
"3696",2011-02-13,286.910135977195,302.765072240527,76.34303004945,251.517129886156
"3697",2011-02-14,285.530880658046,300.931103260105,76.6297072006521,251.940688783399
"3698",2011-02-15,285.530880658046,300.931103260105,79.7018258256804,256.86299454781
"3699",2011-02-16,296.077423211237,315.129170892955,108.660037463515,291.428157455079
"3700",2011-02-17,313.22556150911,334.931866036611,125.294052291643,315.347121531938
"3701",2011-02-18,318.09879562251,340.943709743185,161.798192585064,359.090831135137
"3702",2011-02-19,334.955178601233,362.944472519691,190.711695168753,390.211131887017
"3703",2011-02-20,343.10624243102,374.412054518166,195.506348055745,395.931265554519
"3704",2011-02-21,343.115816899106,374.444091131438,195.506348055745,395.931265554519
