"","","Low_LowElShape_Out","Low_MedElShape_Out","Low_HighElShape_Out","High_LowElShape_Out","High_MedElShape_Out","High_HighElShape_Out"
"X2018.05.19","2018-05-19","0","0","0.00533333333333333","0","0","0"
"X2018.05.20","2018-05-20","0.0223404255319149","0.135265700483092","0.212266666666667","0","0","0.0161228406909789"
"X2018.05.21","2018-05-21","0.0412234042553191","0.493516399694889","1.17973333333333","0.000449337227589306","0.346282372598162","1.86986564299424"
"X2018.05.22","2018-05-22","0.0518617021276596","0.540300025425884","1.2176","0.63401482812851","2.47243107769424","2.84337811900192"
"X2018.05.23","2018-05-23","0.0446808510638298","0.486651411136537","1.13493333333333","0.000449337227589306","0.117794486215539","0.395393474088292"
"X2018.05.24","2018-05-24","0","0","0","0","0.475355054302423","3.29404990403071"
"X2018.05.25","2018-05-25","0.528989361702128","0.639715230104246","0.936","3.66838912603909","3.8671679197995","5.65412667946257"
"X2018.05.26","2018-05-26","0.66436170212766","0.57487922705314","0.339733333333333","3.01909683217255","3.44319131161236","1.79385796545106"
"X2018.05.27","2018-05-27","0","0.0155097889651665","0.088","0","0.00334168755221387","0.0529750479846449"
"X2018.05.28","2018-05-28","0","0","0","0","0","0"
"X2018.05.29","2018-05-29","0","0","0","0","0","0"
"X2018.05.30","2018-05-30","0","0","0","0","0","0"
"X2018.05.31","2018-05-31","0","0","0","0","0","0"
"X2018.06.01","2018-06-01","0","0","0","0","0","0"
"X2018.06.02","2018-06-02","0","0","0","0","0","0"
"X2018.06.03","2018-06-03","0","0","0","0","0","0"
"X2018.06.04","2018-06-04","0","0","0","0","0","0"
"X2018.06.05","2018-06-05","0","0","0","0","0","0"
"X2018.06.06","2018-06-06","0","0","0","0","0","0"
"X2018.06.07","2018-06-07","0","0","0","0","0","0"
"X2018.06.08","2018-06-08","0","0","0","0","0","0"
"X2018.06.09","2018-06-09","0","0","0","0","0","0"
"X2018.06.10","2018-06-10","0","0","0","0","0","0"
"X2018.06.11","2018-06-11","0","0","0","0","0","0"
"X2018.06.12","2018-06-12","0","0","0","0","0","0"
"X2018.06.13","2018-06-13","0","0","0","0","0","0"
"X2018.06.14","2018-06-14","0","0","0","0","0","0"
"X2018.06.15","2018-06-15","0","0","0","0","0","0"
"X2018.06.16","2018-06-16","0","0","0","0","0","0"
"X2018.06.17","2018-06-17","0","0","0","0","0","0"
"X2018.06.18","2018-06-18","0","0","0","0","0","0"
"X2018.06.19","2018-06-19","0","0","0","0","0","0"
"X2018.06.20","2018-06-20","0","0","0","0","0","0"
"X2018.06.21","2018-06-21","0","0","0","0","0","0"
"X2018.06.22","2018-06-22","0","0","0","0","0","0"
"X2018.06.23","2018-06-23","0","0","0","0","0","0"
"X2018.06.24","2018-06-24","0","0","0","0","0","0"
"X2018.06.25","2018-06-25","0","0","0","0","0","0"
"X2018.06.26","2018-06-26","0","0","0","0","0","0"
"X2018.06.27","2018-06-27","0","0","0","0","0","0"
"X2018.06.28","2018-06-28","0","0","0","0","0","0"
"X2018.06.29","2018-06-29","0","0","0","0","0","0"
"X2018.06.30","2018-06-30","0","0","0","0","0","0"
"X2018.07.01","2018-07-01","0","0","0","0","0","0"
"X2018.07.02","2018-07-02","0","0","0","0","0","0"
"X2018.07.03","2018-07-03","0","0","0","0","0","0"
"X2018.07.04","2018-07-04","0","0","0","0","0","0"
"X2018.07.05","2018-07-05","0","0","0","0","0","0"
"X2018.07.06","2018-07-06","0","0","0","0","0","0"
"X2018.07.07","2018-07-07","0","0","0","0","0","0"
"X2018.07.08","2018-07-08","0","0","0","0","0","0"
"X2018.07.09","2018-07-09","0","0","0","0","0","0"
"X2018.07.10","2018-07-10","0","0","0","0","0","0"
"X2018.07.11","2018-07-11","0","0","0","0","0","0"
"X2018.07.12","2018-07-12","0.0656914893617021","0.421306890414442","0.913066666666667","0","0","0"
"X2018.07.13","2018-07-13","0.240425531914894","2.10653445207221","4.3296","0.0107840934621433","0.131996658312448","0.319001919385797"
"X2018.07.14","2018-07-14","0","0","0","0","0","0"
"X2018.07.15","2018-07-15","0","0","0","0","0.0175438596491228","0.0107485604606526"
"X2018.07.16","2018-07-16","0","0","0","0","0","0"
"X2018.07.17","2018-07-17","0","0","0","0","0","0"
"X2018.07.18","2018-07-18","0","0","0","0","0","0"
"X2018.07.19","2018-07-19","0","0","0","0","0","0"
"X2018.07.20","2018-07-20","0.1","0.604627510806001","1.2944","0","0.0973266499582289","0.442610364683301"
"X2018.07.21","2018-07-21","0","0.0218662598525299","0.187733333333333","0","0.330827067669173","1.25681381957774"
"X2018.07.22","2018-07-22","0","1.02923976608187","2.2624","0","0.220969089390142","2.38925143953935"
"X2018.07.23","2018-07-23","0","0","0","0","0.08312447786132","0.883301343570058"
"X2018.07.24","2018-07-24","0","0","0","0","0","0.0333973128598848"
"X2018.07.25","2018-07-25","0","0","0","0","0","0"
"X2018.07.26","2018-07-26","0","0","0","0","0","0.0310940499040307"
"X2018.07.27","2018-07-27","0","0","0","0","0","0"
"X2018.07.28","2018-07-28","0","0","0","0","0","0"
"X2018.07.29","2018-07-29","0","0","0","0","0","0"
"X2018.07.30","2018-07-30","0","0","0","0","0","0"
"X2018.07.31","2018-07-31","0","0","0","0","0","0"
"X2018.08.01","2018-08-01","0","0","0","0","0","0"
"X2018.08.02","2018-08-02","0","0","0.00906666666666667","0","0","0"
"X2018.08.03","2018-08-03","0","0","0","0","0","0"
"X2018.08.04","2018-08-04","0","0","0","0","0","0"
"X2018.08.05","2018-08-05","0","0","0","0","0","0"
"X2018.08.06","2018-08-06","0","0","0","0","0","0"
"X2018.08.07","2018-08-07","0","0","0","0","0","0"
"X2018.08.08","2018-08-08","0","0","0","0","0","0"
"X2018.08.09","2018-08-09","0","0","0","0","0","0"
"X2018.08.10","2018-08-10","0","0","0","0","0","0"
"X2018.08.11","2018-08-11","0","0","0","0","0","0"
"X2018.08.12","2018-08-12","0","0","0","0","0","0"
"X2018.08.13","2018-08-13","0","0","0","0","0","0"
"X2018.08.14","2018-08-14","0","0","0","0","0","0.0207293666026871"
"X2018.08.15","2018-08-15","0","0","0","0","0","0"
"X2018.08.16","2018-08-16","0","0","0","0","0","0"
"X2018.08.17","2018-08-17","0","0","0","0","0","0"
"X2018.08.18","2018-08-18","0","0","0","0","0","0"
"X2018.08.19","2018-08-19","0","0","0","0","0","0"
"X2018.08.20","2018-08-20","0","0","0","0","0","0"
"X2018.08.21","2018-08-21","0","0","0","0","0","0"
"X2018.08.22","2018-08-22","0","0","0","0","0","0"
"X2018.08.23","2018-08-23","0","0","0","0","0","0"
"X2018.08.24","2018-08-24","0","0","0","0","0","0"
"X2018.08.25","2018-08-25","0","0","0","0","0","0"
"X2018.08.26","2018-08-26","0","0","0","0","0","0"
"X2018.08.27","2018-08-27","0","0","0","0","0","0"
"X2018.08.28","2018-08-28","0","0","0","0","0","0"
"X2018.08.29","2018-08-29","0","0","0","0","0","0"
"X2018.08.30","2018-08-30","0","0","0","0","0","0"
"X2018.08.31","2018-08-31","0","0","0","0","0","0"
"X2018.09.01","2018-09-01","0","0","0","0","0","0"
"X2018.09.02","2018-09-02","0","0","0","0","0","0"
"X2018.09.03","2018-09-03","0","0","0","0","0","0"
"X2018.09.04","2018-09-04","0","0.0068649885583524","0.0138666666666667","0","0","0.0234165067178503"
"X2018.09.05","2018-09-05","0.966223404255319","0.684210526315789","0.1696","0","0.0513784461152882","0.232245681381958"
"X2018.09.06","2018-09-06","0","0","0","0","0","0"
"X2018.09.07","2018-09-07","0","0","0","0","0","0"
"X2018.09.08","2018-09-08","0","0","0","0","0","0"
"X2018.09.09","2018-09-09","0","0","0","0","0","0"
"X2018.09.10","2018-09-10","0","0","0","0","0","0"
"X2018.09.11","2018-09-11","0","0","0","0","0","0"
"X2018.09.12","2018-09-12","0","0","0","0","0","0"
"X2018.09.13","2018-09-13","0","0","0","0","0","0"
"X2018.09.14","2018-09-14","0","0","0","0","0","0"
"X2018.09.15","2018-09-15","0","0","0","0","0","0"
"X2018.09.16","2018-09-16","0","0","0","0","0","0"
"X2018.09.17","2018-09-17","0","0","0","0","0","0"
"X2018.09.18","2018-09-18","0","0","0","0","0","0"
"X2018.09.19","2018-09-19","0","0","0","0","0","0"
"X2018.09.20","2018-09-20","0","0","0","0","0","0"
"X2018.09.21","2018-09-21","0","0","0","0","0","0"
"X2018.09.22","2018-09-22","0","0","0","0","0","0"
"X2018.09.23","2018-09-23","0","0","0","0","0","0"
"X2018.09.24","2018-09-24","0","0","0","0","0","0"
"X2018.09.25","2018-09-25","0","0","0","0","0","0"
"X2018.09.26","2018-09-26","0","0","0","0","0","0"
"X2018.09.27","2018-09-27","0","0","0","0","0","0"
"X2018.09.28","2018-09-28","0","0","0","0","0","0"
"X2018.09.29","2018-09-29","0","0","0","0","0","0"
"X2018.09.30","2018-09-30","0","0","0","0","0","0"
"X2018.10.01","2018-10-01","0","0","0","0","0","0"
"X2018.10.02","2018-10-02","3.26329787234043","4.68446478515128","5.2992","0.360817793754213","1.33918128654971","2.64990403071017"
"X2018.10.03","2018-10-03","4.47101063829787","7.7815916603102","10.5488","3.92967872388227","6.35171261487051","9.60038387715931"
"X2018.10.04","2018-10-04","7.69042553191489","11.6264937706585","15.5829333333333","10.362165805437","15.0296574770259","13.6364683301344"
"X2018.10.05","2018-10-05","0.432446808510638","0.721586575133486","0.5088","4.85037070321276","7.55555555555556","4.33435700575816"
"X2018.10.06","2018-10-06","0","0","0","0.000224668613794653","0.0167084377610693","0.190786948176583"
"X2018.10.07","2018-10-07","1.14255319148936","2.58504958047292","3.864","0","0.00334168755221387","0.0529750479846449"
"X2018.10.08","2018-10-08","0","0","0","0","0","0"
"X2018.10.09","2018-10-09","0","0","0","0","0","0"
"X2018.10.10","2018-10-10","0","0","0","0","0.0192147034252297","0.457581573896353"
"X2018.10.11","2018-10-11","0","0","0","0","0","0"
"X2018.10.12","2018-10-12","0","0","0","0","0","0"
"X2018.10.13","2018-10-13","0","0","0","0","0","0"
"X2018.10.14","2018-10-14","0","0","0","0","0","0"
"X2018.10.15","2018-10-15","0","0","0","0","0","0"
"X2018.10.16","2018-10-16","0","0","0","0","0","0"
"X2018.10.17","2018-10-17","0","0","0","0","0","0"
"X2018.10.18","2018-10-18","0","0","0","0","0","0"
"X2018.10.19","2018-10-19","0","0","0","0","0","0"
"X2018.10.20","2018-10-20","0","0","0","0","0","0"
"X2018.10.21","2018-10-21","0","0","0","0","0","0"
"X2018.10.22","2018-10-22","0","0","0","0","0","0"
"X2018.10.23","2018-10-23","0","0","0","0","0","0"
"X2018.10.24","2018-10-24","0","0","0","0","0","0"
"X2018.10.25","2018-10-25","0","0","0","0","0","0"
"X2018.10.26","2018-10-26","0","0","0","0","0","0"
"X2018.10.27","2018-10-27","0","0","0","0","0","0"
"X2018.10.28","2018-10-28","0","0","0","0","0","0"
"X2018.10.29","2018-10-29","0","0","0","0","0","0"
"X2018.10.30","2018-10-30","0","0","0","0","0","0"
"X2018.10.31","2018-10-31","0","0","0","0","0","0"
"X2018.11.01","2018-11-01","0","0","0","0","0","0"
"X2018.11.02","2018-11-02","0","0","0","0","0","0"
"X2018.11.03","2018-11-03","0","0","0","0","0","0"
"X2018.11.04","2018-11-04","0","0","0","0","0","0"
"X2018.11.05","2018-11-05","0","0","0","0","0","0"
"X2018.11.06","2018-11-06","0","0","0","0","0","0"
"X2018.11.07","2018-11-07","0","0","0","0","0","0"
"X2018.11.08","2018-11-08","0","0","0","0","0","0"
"X2018.11.09","2018-11-09","0","0","0","0","0","0"
"X2018.11.10","2018-11-10","0","0","0","0","0","0"
"X2018.11.11","2018-11-11","0","0","0","0","0","0"
"X2018.11.12","2018-11-12","0","0","0","0","0","0"
"X2018.11.13","2018-11-13","0","0","0","0","0","0"
"X2018.11.14","2018-11-14","0","0","0","0","0","0"
"X2018.11.15","2018-11-15","0","0","0","0","0","0"
"X2018.11.16","2018-11-16","0","0","0","0","0","0"
"X2018.11.17","2018-11-17","0","0","0","0","0","0"
"X2018.11.18","2018-11-18","0","0","0","0","0","0"
"X2018.11.19","2018-11-19","0","0","0","0","0","0"
"X2018.11.20","2018-11-20","0","0","0","0","0","0"
"X2018.11.21","2018-11-21","0","0","0","0.0141541226690631","1.23642439431913","7.71209213051823"
"X2018.11.22","2018-11-22","21.801329787234","23.0750063564709","25.1642666666667","30.7766793978881","34.3700918964077","32.7282149712092"
"X2018.11.23","2018-11-23","6.30984042553191","5.73862191711162","3.9536","24.1473826106493","29.6019214703425","27.9777351247601"
"X2018.11.24","2018-11-24","6.775","8.23340961098398","6.58933333333333","38.8575600988542","40.0701754385965","24.2441458733205"
"X2018.11.25","2018-11-25","0.691755319148936","1.05364861428935","1.07786666666667","5.42394967423051","3.04761904761905","0.262955854126679"
"X2018.11.26","2018-11-26","0","0","0","0","0.129490392648287","0.583877159309021"
"X2018.11.27","2018-11-27","0","0","0","0.0112334306897326","0.56390977443609","3.43761996161228"
"X2018.11.28","2018-11-28","9.34920212765957","10.3389270277142","12.5674666666667","14.2179285553808","16.5167084377611","14.5704414587332"
"X2018.11.29","2018-11-29","29.9228723404255","33.0584795321637","36.2176","36.1896203100427","42.1512113617377","40.7992322456814"
"X2018.11.30","2018-11-30","33.7481382978723","34.3046020849225","34.448","32.2230959334981","29.7046783625731","18.1831094049904"
"X2018.12.01","2018-12-01","7.62845744680851","8.21942537503178","8.29333333333333","9.91417658953044","11.171261487051","11.4115163147793"
"X2018.12.02","2018-12-02","7.88058510638298","7.30383930841597","6.4928","17.595147157942","19.6541353383459","9.83454894433781"
"X2018.12.03","2018-12-03","0","0","0","0.00134801168276792","0.322890559732665","1.97927063339731"
"X2018.12.04","2018-12-04","0","0.0015255530129672","0.00586666666666667","0.000224668613794653","0.0806182121971596","0.545873320537428"
"X2018.12.05","2018-12-05","0.0805851063829787","0.126875158911772","0.285866666666667","2.7142215232532","3.82330827067669","4.60882917466411"
"X2018.12.06","2018-12-06","5.52898936170213","5.29544876684465","5.59413333333333","2.53830599865199","3.43400167084378","2.18618042226488"
"X2018.12.07","2018-12-07","5.31808510638298","4.62903635901348","3.7696","0.0195461694001348","0.0534670008354219","0.0353166986564299"
"X2018.12.08","2018-12-08","0","0","0","0","0","0"
"X2018.12.09","2018-12-09","0","0","0","0","0","0"
"X2018.12.10","2018-12-10","0.00638297872340425","0.00330536486142893","0.0016","0","0","0"
"X2018.12.11","2018-12-11","0","0","0","0","0","0"
"X2018.12.12","2018-12-12","0","0","0","0","0","0"
"X2018.12.13","2018-12-13","0","0","0","0","0","0"
"X2018.12.14","2018-12-14","0","0","0","0","0","0"
"X2018.12.15","2018-12-15","0","0","0","0","0","0"
"X2018.12.16","2018-12-16","0","0","0","0","0","0"
"X2018.12.17","2018-12-17","4.20292553191489","4.72972285786931","4.95306666666667","21.4434958436306","19.0375939849624","12.61113243762"
"X2018.12.18","2018-12-18","4.14867021276596","4.62039155860666","4.1296","3.5421253650865","4.32706766917293","2.72898272552783"
"X2018.12.19","2018-12-19","0","0","0","0","0","0"
"X2018.12.20","2018-12-20","0","0","0","0","0","0.0142034548944338"
"X2018.12.21","2018-12-21","0","0.00355962369692347","0.0133333333333333","2.40417883621658","4.08270676691729","4.74280230326296"
"X2018.12.22","2018-12-22","0","0","0","0.626825432487082","1.33625730994152","0.481381957773513"
"X2018.12.23","2018-12-23","0","0","0","0","0.123224728487886","0.528982725527831"
"X2018.12.24","2018-12-24","0","0","0","3.54864075488654","7.25062656641604","10.6587332053743"
