"","Dates","Low_LowElShape_Out","Low_MedElShape_Out","Low_HighElShape_Out","High_LowElShape_Out","High_MedElShape_Out","High_HighElShape_Out"
"6479","2001-10-01",0,0,0,0,0,0
"6480","2001-10-02",0,0,0,0,0,0
"6481","2001-10-03",0,0,0,0,0,0
"6482","2001-10-04",0,0,0,0,0,0
"6483","2001-10-05",0,0,0,0,0,0
"6484","2001-10-06",0,0,0,0,0,0
"6485","2001-10-07",0,0,0,0,0,0
"6486","2001-10-08",0,0,0,0,0,0
"6487","2001-10-09",0,0,0,0,0,0
"6488","2001-10-10",0,0,0,0,0,0
"6489","2001-10-11",0,0,0,0,0,0
"6490","2001-10-12",0,0,0,0,0,0
"6491","2001-10-13",0,0,0,0,0,0
"6492","2001-10-14",0,0,0,0,0,0
"6493","2001-10-15",0,0,0,0,0,0
"6494","2001-10-16",0,0,0,0,0,0
"6495","2001-10-17",0,0,0,0,0,0
"6496","2001-10-18",0,0,0,0,0,0
"6497","2001-10-19",0,0,0,0,0,0
"6498","2001-10-20",0,0,0,0,0,0
"6499","2001-10-21",0,0,0,0,0,0
"6500","2001-10-22",0,0,0,0,0,0
"6501","2001-10-23",0,0,0,0,0,0
"6502","2001-10-24",0,0,0,0,0,0
"6503","2001-10-25",0,0,0,0,0,0
"6504","2001-10-26",0,0,0,0,0,0
"6505","2001-10-27",0,0,0,0,0,0
"6506","2001-10-28",0,0,0,0,0,0
"6507","2001-10-29",0.0252659574468085,0,0,0,0.00668337510442774,0.0153550863723608
"6508","2001-10-30",9.62101063829787,13.1337401474701,15.3936,8.53987867894855,16.3939014202172,22.4952015355086
"6509","2001-10-31",16.9053191489362,20.8932112890923,20.5674666666667,20.216580543698,21.3003341687552,14.5278310940499
"6510","2001-11-01",0,0,0,0,0,0
"6511","2001-11-02",0,0,0,0,0,0
"6512","2001-11-03",0,0,0,0,0,0
"6513","2001-11-04",0,0,0,0,0.0559732664995823,0.165451055662188
"6514","2001-11-05",0,0,0,0,0,0
"6515","2001-11-06",0,0,0,0,0,0
"6516","2001-11-07",0,0,0,0,0,0
"6517","2001-11-08",0,0,0,0,0,0
"6518","2001-11-09",0,0,0,0,0,0
"6519","2001-11-10",1.49015957446809,1.02618866005594,0.357866666666667,0.281285104470905,0.522556390977444,0.434932821497121
"6520","2001-11-11",2.87234042553191,2.99313501144165,3.47146666666667,9.79442821837789,11.7126148705096,10.6126679462572
"6521","2001-11-12",10.1026595744681,9.31706076786168,8.35733333333333,4.92496068299259,7.48538011695906,9.56698656429942
"6522","2001-11-13",26.723670212766,23.5418255784388,20.5466666666667,41.6515389800045,37.6896407685881,24.8932821497121
"6523","2001-11-14",0,0,0,0.293417209615817,0.0898078529657477,0.0145873320537428
"6524","2001-11-15",0,0,0,0,0.00208855472013367,0
"6525","2001-11-16",0,0,0,0,0,0
"6526","2001-11-17",0,0,0,0,0,0
"6527","2001-11-18",0,0,0,0,0,0
"6528","2001-11-19",0,0,0,0,0.0116959064327485,0.00422264875239923
"6529","2001-11-20",0,0,0,0,0,0
"6530","2001-11-21",2.93271276595745,3.41596745486906,3.52426666666667,3.82633116153673,11.5509607351713,20.4667946257198
"6531","2001-11-22",6.19175531914894,8.56928553267226,10.0101333333333,33.1112109638284,43.1620718462824,37.9389635316699
"6532","2001-11-23",4.95824468085106,6.37401474701246,7.4848,3.89530442597169,6.81746031746032,4.1873320537428
"6533","2001-11-24",20.4117021276596,24.4897025171625,28.368,17.1711974837115,26.4051796157059,32.6771593090211
"6534","2001-11-25",30.6095744680851,38.1683193490974,43.2677333333333,27.8631768141991,31.6386800334169,25.2740882917466
"6535","2001-11-26",0,0,0,3.42552235452707,4.26817042606516,1.59500959692898
"6536","2001-11-27",0,0,0,0,0,0
"6537","2001-11-28",1.06462765957447,1.93516399694889,2.43093333333333,0.514041788362166,1.95112781954887,6.65681381957774
"6538","2001-11-29",15.0329787234043,18.3597762522248,21.7408,17.1640080880701,21.109440267335,21.1911708253359
"6539","2001-11-30",3.23297872340426,4.82405288583778,6.17013333333333,7.68456526623231,11.3859649122807,7.70019193857965
"6540","2001-12-01",4.33510638297872,5.30485634375795,5.224,11.3509323747472,18.2000835421888,22.3815738963532
"6541","2001-12-02",17.1457446808511,19.6359013475718,20.6714666666667,32.1934396764772,46.8187134502924,56.8499040307102
"6542","2001-12-03",31.373670212766,32.3206203915586,32.7968,47.0256122219726,50.9001670843776,39.1654510556622
"6543","2001-12-04",5.72101063829787,6.92601067887109,6.7456,0.00988541900696473,0.366750208855472,0.203071017274472
"6544","2001-12-05",0,0,0,4.19276567063581,6.16207184628237,6.54664107485605
"6545","2001-12-06",0,0,0,7.86834419231633,8.91979949874687,6.91554702495202
"6546","2001-12-07",0,0,0,0.0411143563244215,0,0
"6547","2001-12-08",0,0,0,0,0,0.0053742802303263
"6548","2001-12-09",1.75106382978723,1.90007627765065,2.47946666666667,4.18804762974612,5.28613199665831,5.16429942418426
"6549","2001-12-10",3.70026595744681,4.24027459954233,4.70666666666667,0.128510447090541,0.774853801169591,1.53512476007678
"6550","2001-12-11",0,0,0,0,0.0342522974101921,0.224184261036468
"6551","2001-12-12",0,0,0,0,0.075187969924812,0.52552783109405
"6552","2001-12-13",0,0,0,0.00292069197933049,0.624477861319967,3.06449136276392
"6553","2001-12-14",13.9654255319149,12.8759216882787,12.784,23.4670860480791,25.2857142857143,22.6264875239923
"6554","2001-12-15",0.800797872340426,0.844902110348335,0.8528,4.31768141990564,6.34335839598998,5.16660268714011
"6555","2001-12-16",0,0,0,0,0.0129490392648287,0.348176583493282
"6556","2001-12-17",1.29547872340426,1.49275362318841,1.5968,6.57694900022467,8.00167084377611,8.910556621881
"6557","2001-12-18",0.87313829787234,1.22400203407068,1.31893333333333,12.3082453381263,14.1115288220551,9.2299424184261
"6558","2001-12-19",0,0.0053394355453852,0,0.00404403504830375,0.144945697577277,0.175047984644914
"6559","2001-12-20",10.9441489361702,10.3585049580473,10.1445333333333,17.2374747247809,19.4482038429407,16.0092130518234
"6560","2001-12-21",12.5018617021277,12.3951182303585,12.1253333333333,18.0727926308695,19.6733500417711,12.0257197696737
"6561","2001-12-22",1.27101063829787,1.24815662344266,0.869866666666667,1.55201078409346,3.71888053467001,6.71285988483685
"6562","2001-12-23",1.87526595744681,2.30383930841597,2.4304,18.9328240844754,20.4699248120301,13.4833013435701
"6563","2001-12-24",0,0,0,0,0,0
"6564","2001-12-25",0,0,0,0,0.0087719298245614,0.247600767754319
"6565","2001-12-26",0,0,0,0.151875982925185,1.33667502088555,0.714395393474088
"6566","2001-12-27",0,0,0,0,0.0818713450292398,0.527447216890595
