"","Dates","Low_LowElShape_Out","Low_MedElShape_Out","Low_HighElShape_Out","High_LowElShape_Out","High_MedElShape_Out","High_HighElShape_Out"
"6479","2001-10-01",14.6617021276596,12.0717009916095,9.7384,17.3124017074815,15.0845864661654,11.8214971209213
"6480","2001-10-02",14.169414893617,11.6784897025172,9.47066666666667,17.2700516737812,14.750626566416,11.6249520153551
"6481","2001-10-03",13.7974734042553,11.0316552250191,8.62186666666667,16.3586834419232,13.9519632414369,10.9518234165067
"6482","2001-10-04",12.8811170212766,10.0200864480041,7.53066666666667,13.6016625477421,12.1731411862991,9.77792706333973
"6483","2001-10-05",9.39454787234042,7.02123061276379,5.27493333333333,9.31869242866772,8.38700918964077,6.98176583493282
"6484","2001-10-06",7.24255319148936,4.50508517670989,2.32773333333333,7.78746349135026,6.94736842105263,5.46218809980806
"6485","2001-10-07",6.89162234042553,4.45969997457412,2.46773333333333,8.5756009885419,7.39766081871345,5.65892514395393
"6486","2001-10-08",7.88577127659574,5.21217899822019,3.05333333333333,9.28544147382611,7.24582289055973,4.82552783109405
"6487","2001-10-09",7.52007978723404,4.23112128146453,1.40426666666667,8.04504605706583,5.31620718462824,2.15047984644914
"6488","2001-10-10",6.54827127659574,3.68764302059497,1.24026666666667,8.10177488204898,6.14014202172097,3.07581573896353
"6489","2001-10-11",7.60226063829787,4.98970251716247,2.77253333333333,10.1128959784318,7.94569757727652,5.4042226487524
"6490","2001-10-12",7.22074468085106,5.04881769641495,3.27573333333333,9.16996180633565,7.00375939849624,3.94644913627639
"6491","2001-10-13",8.5781914893617,6.81311975591152,5.1336,9.7226465962705,8.03529657477026,5.72552783109405
"6492","2001-10-14",10.1095744680851,8.33320620391559,6.50186666666667,11.4909009211413,9.64327485380117,6.92130518234165
"6493","2001-10-15",10.9242021276596,8.63704551233155,6.3624,12.8088070096608,10.9707602339181,8.33051823416507
"6494","2001-10-16",10.9351063829787,8.42779049071955,6.1968,13.2241069422602,11.2303675856307,8.82725527831094
"6495","2001-10-17",9.42234042553192,7.11225527587084,5.0856,10.4246236800719,9.09628237259816,6.87293666026871
"6496","2001-10-18",8.66968085106383,6.80739893211289,4.9832,10.0402156818692,8.22723475355054,5.50364683301344
"6497","2001-10-19",9.09281914893617,7.26048817696415,5.452,10.5252752190519,8.79657477025898,6.33953934740883
"6498","2001-10-20",8.94321808510638,7.09166031019578,5.40026666666667,10.3820489777578,8.81328320802005,6.68330134357006
"6499","2001-10-21",9.03510638297872,6.37426900584795,4.07413333333333,8.44652886991687,7.28529657477026,5.51823416506718
"6500","2001-10-22",6.70172872340426,4.24154589371981,2.10906666666667,7.65749269827005,6.78049289891395,5.04145873320537
"6501","2001-10-23",6.36768617021277,4.75184337655734,3.276,8.21725454953943,6.37552213868003,3.87504798464491
"6502","2001-10-24",5.99348404255319,4.49961861174676,3.2872,7.44012581442373,5.98266499582289,3.5168905950096
"6503","2001-10-25",7.54707446808511,6.2302313755403,4.77546666666667,8.32599415861604,7.04782790309106,4.79021113243762
"6504","2001-10-26",8.76462765957447,6.29913551995932,4.05066666666667,9.89440575151651,8.27798663324979,5.98176583493282
"6505","2001-10-27",8.16063829787234,5.5416984490211,3.14506666666667,8.59941586160413,7.32623224728488,5.91439539347409
"6506","2001-10-28",6.96382978723404,4.4115179252479,2.06666666666667,6.53302628622781,5.55973266499582,4.60978886756238
"6507","2001-10-29",5.99667553191489,4.19679633867277,2.6112,7.86081779375421,6.20614035087719,4.86429942418426
"6508","2001-10-30",7.19082446808511,3.49949148232901,0.9552,8.39126039092339,5.15413533834586,2.67236084452975
"6509","2001-10-31",4.98231382978723,1.47978642257818,-0.990933333333333,5.655358346439,2.69778613199666,0.385220729366603
"6510","2001-11-01",3.95106382978723,1.2649377065853,-0.7272,5.18759829251854,2.84482038429407,0.613051823416507
"6511","2001-11-02",5.28922872340426,2.81782354436817,0.7648,6.13086946753539,4.39431913116124,2.31957773512476
"6512","2001-11-03",5.9281914893617,3.50330536486143,1.48026666666667,7.56852392720737,5.45384294068505,2.83704414587332
"6513","2001-11-04",8.12007978723404,5.73811339944063,3.69946666666667,8.62345540328016,6.67731829573935,4.10364683301344
"6514","2001-11-05",6.99720744680851,4.84350368675311,3.16266666666667,8.2982475848124,6.34753550543024,4.0725527831094
"6515","2001-11-06",6.67912234042553,4.24370709382151,2.25706666666667,7.6261514266457,5.64912280701754,3.58291746641075
"6516","2001-11-07",4.91183510638298,2.07462496821765,-0.1088,6.07402830824534,4.25522138680033,1.61228406909789
"6517","2001-11-08",6.36449468085106,3.5556826849733,1.0224,6.97416310941361,5.11111111111111,2.14280230326296
