"","Dates","Low_LowElShape_Out","Low_MedElShape_Out","Low_HighElShape_Out","High_LowElShape_Out","High_MedElShape_Out","High_HighElShape_Out"
"6479","2001-10-01",31.9147606382979,28.1017035341978,25.2997333333333,35.0652662323073,31.7781954887218,28.5337811900192
"6480","2001-10-02",31.0912234042553,27.1676837020086,24.6762666666667,34.8777802740957,31.2871762740184,27.9815738963532
"6481","2001-10-03",31.0474734042553,27.2477752351894,24.6490666666667,34.5534711300831,31.0814536340852,28.0971209213052
"6482","2001-10-04",29.4257978723404,25.6521739130435,23.0493333333333,31.9375421253651,28.9895572263993,25.9988483685221
"6483","2001-10-05",25.2972074468085,21.8578693109586,19.4978666666667,27.0348236351382,24.7959482038429,22.8038387715931
"6484","2001-10-06",21.6331117021277,18.4349097381134,16.2437333333333,22.7902718490227,21.2080200501253,20.0623800383877
"6485","2001-10-07",22.9755319148936,19.6692092550216,17.4034666666667,23.3637384857335,21.7955304928989,20.7667946257198
"6486","2001-10-08",22.4902925531915,19.2552758708365,17.0733333333333,23.5663895753763,20.7330827067669,18.274472168906
"6487","2001-10-09",22.1151595744681,18.7804474955505,16.444,23.8368905863851,20.9563492063492,18.2429942418426
"6488","2001-10-10",23.5287234042553,19.7762522247648,17.1168,25.0551561446866,22.3022138680033,19.9767754318618
"6489","2001-10-11",22.7476063829787,18.7925247902365,15.9992,24.8066726578297,20.9870509607352,17.8026871401152
"6490","2001-10-12",23.6942819148936,20.6700991609458,18.6994666666667,25.8744102448888,23.4385964912281,20.9717850287908
"6491","2001-10-13",26.9599734042553,24.5786931095856,22.6853333333333,27.942035497641,26.2896825396825,24.3270633397313
"6492","2001-10-14",28.673670212766,25.0976353928299,22.6016,29.5001123343069,26.9596908939014,24.4658349328215
"6493","2001-10-15",29.4372340425532,25.2212051868802,22.3,30.7620759379915,27.6374269005848,24.7907869481766
"6494","2001-10-16",28.6643617021277,24.3176964149504,21.3330666666667,29.9479892159065,26.4793233082707,23.4769673704415
"6495","2001-10-17",25.4670212765957,21.4201627256547,18.6434666666667,27.2016400808807,24.1516290726817,21.5698656429942
"6496","2001-10-18",25.5199468085106,22.6704805491991,20.6234666666667,26.6632217479218,24.3824143692565,21.9694817658349
"6497","2001-10-19",25.6476063829787,22.5475464022375,20.204,27.3007189395641,24.6223893065998,22.0270633397313
"6498","2001-10-20",24.9667553191489,21.9938977879481,20.0453333333333,27.0868344192316,24.0647451963241,21.4483685220729
"6499","2001-10-21",22.9817819148936,18.8573607932876,16.2568,25.5363963154347,22.4425647451963,19.6562380038388
"6500","2001-10-22",22.0195478723404,18.8928299008391,16.9056,23.829364187823,21.2096908939014,18.5190019193858
"6501","2001-10-23",21.9587765957447,19.8094330027968,18.3594666666667,23.0871714221523,20.7685881370092,18.8725527831094
"6502","2001-10-24",23.0198138297872,20.7983727434528,19.1730666666667,23.3255448213885,21.9475772765246,20.3180422264875
"6503","2001-10-25",24.7751329787234,21.6736587846428,19.4730666666667,24.5717816221074,22.9250208855472,20.7905950095969
"6504","2001-10-26",25.6186170212766,21.5071192473938,18.5493333333333,26.7973489103572,24.2625313283208,21.5201535508637
"6505","2001-10-27",23.7837765957447,19.3531655225019,16.4133333333333,25.3909233880027,22.1054720133668,19.142802303263
